Scenario,Tasks,Method,Accumulated Benefit,Optimality Gap vs Exact,Physical Completed Tasks,Physical Completion Rate,Positive Benefit Tasks,Positive Benefit Completion Rate,Operationally Relevant Tasks,Operationally Relevant Completion Rate,Average Response Time,Maximum Response Time,Makespan,Productive Time,Active Time,Productive Utilization,Active Utilization,Total Task Flight Time,Total Return Flight Time,Total Flight Time,Total Recovery Time,Operational Cost Proxy,Task Count Std,Task Count Gini,Workload Std,Workload Gini,Runtime sec,Optimal Certified,MIP Gap,Variables,Constraints,Nonzeros
6helos_7areas_T40_S1,40,Exact-HiGHS,0.43047725303215,0.0,29,0.725,29,0.725,24,0.6,45.13793103448276,115.0,136.0,395.810015513574,602.0613770892096,0.48506129352153676,0.7378203150603059,221.810015513574,180.25136157563566,402.06137708920966,26.0,428.06137708920966,0.8975274678557507,0.09770114942528736,20.15981825490733,0.11362322445284938,390.1451621055603,True,0.0,452702.0,129830.0,1099162.0
6helos_7areas_T40_S2,40,Greedy,0.39263321707370863,0.20993541389375353,29,0.725,29,0.725,22,0.55,46.275862068965516,110.0,127.0,378.92142566102,610.6285036814161,0.4972722121535696,0.8013497423640631,204.92142566102,201.70707802039604,406.6285036814161,30.0,436.6285036814161,1.0671873729054748,0.12068965517241385,15.178288288291547,0.08233669808005084,0.0010781288146972656,False,,,,
6helos_7areas_T40_S2,40,Exact-HiGHS,0.4969634432151163,5.763754744215382e-14,31,0.775,31,0.775,26,0.65,39.903225806451616,105.0,123.0,361.36233408368764,506.4291887255825,0.4896508591919887,0.6862184129072934,175.36233408368764,123.06685464189484,298.4291887255825,22.0,320.4291887255825,1.0671873729054748,0.11290322580645167,20.028649031390007,0.12849238059046128,1005.7471587657928,True,0.0,614833.0,163711.0,1517770.0
6helos_7areas_T40_S3,40,Greedy,0.401629546341917,0.18627922328865065,28,0.7,28,0.7,22,0.55,44.535714285714285,110.0,137.0,390.9948357433374,636.2062919747226,0.47566281720600656,0.7739735912101248,222.99483574333738,213.2114562313852,436.2062919747226,32.0,468.2062919747226,1.1055415967851332,0.13095238095238093,12.915230847578039,0.0598542781647069,0.0010619163513183594,False,,,,
6helos_7areas_T40_S3,40,Exact-HiGHS,0.4935716990846695,-1.6870239319090888e-15,32,0.8,32,0.8,25,0.625,45.25,121.0,139.0,413.03579388750074,613.261253034095,0.49524675526079226,0.7353252434461571,221.03579388750072,172.22545914659435,393.26125303409503,28.0,421.26125303409503,1.247219128924647,0.125,26.941783360625188,0.14566030811537786,232.40681195259094,True,0.0,247502.0,69938.0,603352.0
6helos_7areas_T40_S4,40,Greedy,0.3741514167708459,0.1837834823901813,25,0.625,25,0.625,20,0.5,44.32,100.0,111.0,359.4824714426487,568.9795545800914,0.5397634706346077,0.8543236555256628,209.48247144264874,183.4970831374427,392.9795545800914,26.0,418.9795545800914,0.6871842709362768,0.0866666666666666,11.50211018272566,0.06604924294963259,0.0009746551513671875,False,,,,
6helos_7areas_T40_S4,40,Exact-HiGHS,0.4583972618766628,2.42196696393853e-16,29,0.725,29,0.725,25,0.625,43.13793103448276,115.0,132.0,378.35465392551293,541.321409823693,0.4777205226332234,0.6834866285652689,204.3546539255129,142.96675589818005,347.321409823693,20.0,367.321409823693,0.6871842709362768,0.07471264367816088,17.182286331339224,0.09339644548522467,447.5051851272583,True,0.0,474390.0,131289.0,1161249.0
6helos_7areas_T40_S5,40,Greedy,0.3716056816185773,0.181589495964487,24,0.6,24,0.6,19,0.475,40.166666666666664,94.0,107.0,332.1092180988588,542.2548489432222,0.5173040780356055,0.8446337210953617,188.10921809885878,184.14563084436344,372.2548489432222,26.0,398.2548489432222,0.816496580927726,0.11111111111111116,16.465155273213508,0.09251970412878796,0.0010330677032470703,False,,,,
6helos_7areas_T40_S5,40,Exact-HiGHS,0.4540578105806563,2.4451138131626523e-15,29,0.725,29,0.725,24,0.6,40.241379310344826,111.0,134.0,381.7740743244151,603.7584431063894,0.4748433760253919,0.7509433371970018,207.77407432441512,193.98436878197438,401.7584431063895,28.0,429.7584431063895,0.6871842709362768,0.07471264367816088,16.1976766885209,0.08716713745636746,316.9370560646057,True,0.0,395495.0,113270.0,960666.0
6helos_7areas_T40_S6,40,Greedy,0.3250599367913998,0.25528845430536673,25,0.625,25,0.625,18,0.45,47.92,112.0,128.0,375.62690122360044,627.5912584610619,0.4890975276348964,0.817176117787841,225.62690122360044,223.96435723746146,449.5912584610619,28.0,477.5912584610619,1.0671873729054748,0.13999999999999999,16.65368204400758,0.08472388827852306,0.0009458065032958984,False,,,,
6helos_7areas_T40_S6,40,Exact-HiGHS,0.4364910664681566,-1.2717591606266597e-16,29,0.725,29,0.725,23,0.575,44.6551724137931,107.0,131.0,385.18179999961046,621.2590015416101,0.490053180661082,0.7904058543786389,211.18179999961046,208.07720154199973,419.2590015416102,28.0,447.2590015416102,0.8975274678557507,0.09770114942528736,22.217987349108775,0.11671566180203685,54.7584969997406,True,0.0,160651.0,49859.0,382949.0
