Execution ID,Run Mode,Started At,Finished At,Elapsed sec,Elapsed HH:MM:SS,Scenarios,Task Counts,Seeds,HiGHS Budgets sec,Status
20260825_140840-0400,quick,2026-08-25T14:08:51-04:00,2026-08-25T15:01:20-04:00,3149.2903963999997,00:52:29,1,60,1,"1,5,15,60,600,1800",COMPLETED
