Execution ID,Run Mode,Started At,Finished At,Elapsed sec,Elapsed HH:MM:SS,Scenarios,Task Counts,Seeds,HiGHS Budgets sec,Status
20260825_090536-0400,quick,2026-08-25T09:05:38-04:00,2026-08-25T09:21:08-04:00,930.0505362999975,00:15:30,1,60,1,"1,5,15,60,600,1800",COMPLETED
