tasks,instance_seed,replicate,episode_seed,policy,ppo_seed,benefit,completed_tasks,completion_rate,relevant_completion_rate,average_response_time,makespan,flight_time,failures,invalid_actions,steps,medical_completion_rate,medical_benefit,personnel_completion_rate,personnel_benefit,cargo_completion_rate,cargo_benefit
20,15,0,12001500,Greedy online,-1,0.4862118501590161,15,0.75,0.45,22.8,92.0,189.270820124949,0,0,39,0.75,0.31580481385503495,0.7777777777777778,0.13573015287789,0.6666666666666666,0.03467688342609113
20,15,0,12001500,PPO,218,0.31686115889660343,7,0.35,0.3,14.428571428571429,40.0,40.1290591114582,0,0,25,0.375,0.18461538461538463,0.3333333333333333,0.1176344173122206,0.3333333333333333,0.014611356968998165
20,16,0,12001600,Greedy online,-1,0.30008109548539547,13,0.65,0.25,39.0,106.0,267.9528153501278,0,0,38,0.7,0.18007274684852445,0.6666666666666666,0.11684188707324084,0.5,0.0031664615636302286
20,16,0,12001600,PPO,218,0.25532842504379744,10,0.5,0.25,31.5,78.0,182.36348895949928,0,0,35,0.5,0.1250725449317657,0.5,0.12419602199851064,0.5,0.006059858113521074
20,17,0,12001700,Greedy online,-1,0.2960091008540591,13,0.65,0.4,29.307692307692307,115.0,234.44171097998833,1,0,35,0.5454545454545454,0.15059865961887536,0.8,0.07479511111116957,0.75,0.0706153301240142
20,17,0,12001700,PPO,218,0.25554599112451487,8,0.4,0.3,25.5,61.0,104.44622384001623,1,0,28,0.2727272727272727,0.11306839157037313,0.8,0.11262685328548504,0.25,0.029850746268656716
20,18,0,12001800,Greedy online,-1,0.3695503426687977,12,0.6,0.35,29.25,96.0,213.99553712482793,0,0,32,0.7777777777777778,0.24401428590987642,0.2857142857142857,0.04155678855597195,0.75,0.08397926820294929
20,18,0,12001800,PPO,218,0.29835984468065013,8,0.4,0.3,21.875,62.0,107.47288105686845,0,0,25,0.5555555555555556,0.21634836148176353,0.0,0.0,0.75,0.08201148319888657
20,19,0,12001900,Greedy online,-1,0.34808357695168196,13,0.65,0.35,32.53846153846154,123.0,276.0059749685648,0,0,34,0.7142857142857143,0.1769848012454304,0.75,0.05927517640596398,0.5555555555555556,0.1118235993002876
20,19,0,12001900,PPO,218,0.33651821800427306,9,0.45,0.4,21.555555555555557,58.0,97.99943992526542,1,0,24,0.42857142857142855,0.1456816683725854,0.5,0.07913604171746938,0.4444444444444444,0.11170050791421833
20,20,0,12002000,Greedy online,-1,0.3138585020403602,12,0.6,0.3,25.666666666666668,97.0,241.98830375759306,1,0,34,0.6363636363636364,0.22787683018366994,0.6666666666666666,0.06401962805065939,0.5,0.021962043806030836
20,20,0,12002000,PPO,218,0.23379525119083275,9,0.45,0.3,25.0,72.0,110.42230684067746,1,0,30,0.36363636363636365,0.13461072519082096,0.6666666666666666,0.0389491411345121,0.5,0.06023538486549971
20,21,0,12002100,Greedy online,-1,0.425872793700792,15,0.75,0.45,30.066666666666666,103.0,226.80540825920056,1,0,39,0.7777777777777778,0.2483708149553825,0.75,0.06563040033306353,0.7142857142857143,0.111871578412346
20,21,0,12002100,PPO,218,0.3543059645487226,10,0.5,0.4,27.4,66.0,103.9433153791832,0,0,29,0.5555555555555556,0.23635961224684854,0.25,0.029822808619581163,0.5714285714285714,0.08812354368229289
20,22,0,12002200,Greedy online,-1,0.3620735435965803,13,0.65,0.35,33.15384615384615,88.0,188.88580165804947,2,0,42,0.625,0.2062095956863098,0.5555555555555556,0.12244220019984327,1.0,0.033421747710427246
20,22,0,12002200,PPO,218,0.3910130895150525,13,0.65,0.4,25.692307692307693,92.0,166.41858319877062,2,0,46,0.375,0.17937010836478384,0.7777777777777778,0.14949671663813394,1.0,0.06214626451213475
20,23,0,12002300,Greedy online,-1,0.3749701180246279,13,0.65,0.35,31.923076923076923,96.0,252.92838379499324,0,0,34,0.7272727272727273,0.2967249650049582,0.6666666666666666,0.02531691236787974,0.5,0.052928240651789894
20,23,0,12002300,PPO,218,0.2799329113052243,9,0.45,0.35,24.0,60.0,101.95148766554183,0,0,28,0.36363636363636365,0.1858645990952566,0.0,0.0,0.8333333333333334,0.09406831220996778
20,24,0,12002400,Greedy online,-1,0.346262540086696,14,0.7,0.35,34.0,101.0,262.5385900107332,0,0,36,0.5454545454545454,0.16069847759632422,1.0,0.12079270966260815,0.8,0.0647713528277637
20,24,0,12002400,PPO,218,0.258267306450148,9,0.45,0.3,29.88888888888889,66.0,126.47418915201172,0,0,28,0.36363636363636365,0.12102439099243781,0.5,0.08609172624744046,0.6,0.05115118921026973
20,25,0,12002500,Greedy online,-1,0.36118851236566746,13,0.65,0.35,31.076923076923077,104.0,260.76192331533406,0,0,34,0.875,0.22191930229998796,0.42857142857142855,0.0963852506969825,0.6,0.04288395936869707
20,25,0,12002500,PPO,218,0.21158146317008555,6,0.3,0.2,21.666666666666668,42.0,64.93308655793663,1,0,22,0.125,0.030025261139493754,0.42857142857142855,0.14009056537376052,0.4,0.0414656366568313
20,26,0,12002600,Greedy online,-1,0.4393677539114599,13,0.65,0.35,20.53846153846154,86.0,181.82431453253685,2,0,36,0.7,0.30660769053938414,0.6,0.0637338213609943,0.6,0.06902624201108144
20,26,0,12002600,PPO,218,0.26945004043508014,9,0.45,0.25,26.444444444444443,67.0,94.20310266278186,0,0,30,0.4,0.14512671773169863,0.4,0.052387026394575424,0.6,0.0719362963088061
20,27,0,12002700,Greedy online,-1,0.48082367986384533,15,0.75,0.5,32.53333333333333,115.0,232.07579908305843,0,0,35,0.8888888888888888,0.3058329355347975,0.5,0.08509976752983796,0.7142857142857143,0.08989097679920988
20,27,0,12002700,PPO,218,0.30027156411398753,8,0.4,0.35,23.25,51.0,88.06642248268807,0,0,27,0.4444444444444444,0.18162591913098164,0.25,0.04269263822608108,0.42857142857142855,0.0759530067569248
20,28,0,12002800,Greedy online,-1,0.3929136234530431,14,0.7,0.4,34.142857142857146,102.0,215.52766524557242,3,0,30,0.8,0.25759289571454175,0.4,0.08541572208014823,0.8,0.049905005658353034
20,28,0,12002800,PPO,218,0.24234519284725048,9,0.45,0.2,32.22222222222222,69.0,111.34317023618523,2,0,22,0.5,0.11798138522192578,0.4,0.09230769230769231,0.4,0.032056115317632396
20,29,0,12002900,Greedy online,-1,0.4618051268537379,15,0.75,0.45,32.53333333333333,114.0,220.3097286355647,0,0,35,0.8,0.3140752121906874,0.6666666666666666,0.08865446346890557,0.75,0.059075451194144944
20,29,0,12002900,PPO,218,0.25349721639713485,8,0.4,0.25,31.375,50.0,101.51951424905889,2,0,22,0.3,0.09716218977673097,0.5,0.09572896601434325,0.5,0.06060606060606061
20,30,0,12003000,Greedy online,-1,0.30134399833114106,12,0.6,0.25,36.833333333333336,94.0,208.22736179917763,3,0,36,0.7142857142857143,0.1072540862847245,0.4,0.13140921704719588,1.0,0.06268069499922062
20,30,0,12003000,PPO,218,0.3020072052197262,9,0.45,0.35,23.666666666666668,57.0,87.86623432139972,1,0,26,0.2857142857142857,0.06752312082579164,0.4,0.14254753072588042,1.0,0.09193655366805417
60,1,0,16000100,Greedy online,-1,0.18256320620463745,19,0.31666666666666665,0.16666666666666666,36.26315789473684,111.0,248.09876828584214,1,0,50,0.375,0.10703037037532939,0.25,0.03794461719826164,0.3,0.037588218631046395
60,1,0,16000100,PPO,218,0.07469984852793425,14,0.23333333333333334,0.08333333333333333,43.285714285714285,106.0,209.17981571431488,1,0,51,0.20833333333333334,0.02401888006086481,0.125,0.020282444281169123,0.35,0.03039852418590031
60,2,0,16000200,Greedy online,-1,0.15871530071398732,15,0.25,0.13333333333333333,32.53333333333333,105.0,252.9634650858682,0,0,49,0.20833333333333334,0.08836138886170036,0.2727272727272727,0.05559015901127303,0.2857142857142857,0.014763752841013899
60,2,0,16000200,PPO,218,0.09885971412657188,12,0.2,0.11666666666666667,35.25,127.0,198.92554749539167,2,0,56,0.125,0.04970765304179824,0.18181818181818182,0.03357143954234994,0.35714285714285715,0.015580621542423715
60,3,0,16000300,Greedy online,-1,0.16436717410352417,17,0.2833333333333333,0.16666666666666666,33.705882352941174,111.0,226.34274284802126,3,0,53,0.34375,0.12609001698054598,0.21428571428571427,0.027060525572208657,0.21428571428571427,0.011216631550769518
60,3,0,16000300,PPO,218,0.10371303566734799,14,0.23333333333333334,0.11666666666666667,30.785714285714285,162.0,219.0530641057564,1,0,56,0.1875,0.054654030766155104,0.21428571428571427,0.029411087657270067,0.35714285714285715,0.01964791724392283
60,4,0,16000400,Greedy online,-1,0.1938742953558423,18,0.3,0.18333333333333332,37.0,115.0,258.34783911319323,2,0,54,0.38461538461538464,0.15166372964421004,0.07692307692307693,0.014100471100764435,0.3333333333333333,0.028110094610867824
60,4,0,16000400,PPO,218,0.11884950641434498,11,0.18333333333333332,0.11666666666666667,33.72727272727273,110.0,116.10028539546535,0,0,48,0.15384615384615385,0.0505365123357138,0.3076923076923077,0.04653607508387265,0.14285714285714285,0.02177691899475851
60,5,0,16000500,Greedy online,-1,0.16886097206662345,17,0.2833333333333333,0.13333333333333333,38.05882352941177,114.0,251.0565323672772,1,0,50,0.3333333333333333,0.10534597090526651,0.2727272727272727,0.060362931976813264,0.21428571428571427,0.003152069184543702
60,5,0,16000500,PPO,218,0.12804422838220528,14,0.23333333333333334,0.11666666666666667,39.5,112.0,222.71463825715085,0,0,54,0.375,0.10527475609080651,0.18181818181818182,0.015476797404225091,0.07142857142857142,0.0072926748871737015
60,6,0,16000600,Greedy online,-1,0.1879369398056174,17,0.2833333333333333,0.16666666666666666,37.35294117647059,104.0,204.37266154389818,4,0,51,0.38095238095238093,0.15585644657721273,0.2,0.00762815760929024,0.2631578947368421,0.02445233561911445
60,6,0,16000600,PPO,218,0.10361072099835052,15,0.25,0.1,36.733333333333334,110.0,179.32257728436647,0,0,62,0.19047619047619047,0.031553973570074195,0.3,0.0414608739658174,0.2631578947368421,0.03059587346245892
60,7,0,16000700,Greedy online,-1,0.21410405801873414,20,0.3333333333333333,0.2,35.2,117.0,200.13113390506174,4,0,55,0.45454545454545453,0.14477098117242437,0.19047619047619047,0.029463297089559734,0.35294117647058826,0.03986977975674998
60,7,0,16000700,PPO,218,0.15804630406026177,14,0.23333333333333334,0.18333333333333332,26.928571428571427,54.0,65.57490964170367,0,0,39,0.22727272727272727,0.0915220994958022,0.047619047619047616,0.0031586630100251104,0.47058823529411764,0.06336554155443445
60,8,0,16000800,Greedy online,-1,0.19585647581372453,18,0.3,0.18333333333333332,39.166666666666664,100.0,224.77637114713602,1,0,49,0.2857142857142857,0.1355281421244401,0.3333333333333333,0.03985912448035184,0.2857142857142857,0.020469209208932554
60,8,0,16000800,PPO,218,0.10727755554796327,13,0.21666666666666667,0.11666666666666667,41.30769230769231,117.0,248.06068661690352,0,0,52,0.17857142857142858,0.04722409733509984,0.3888888888888889,0.054241683744942516,0.07142857142857142,0.005811774467920909
60,9,0,16000900,Greedy online,-1,0.20840856845259265,21,0.35,0.21666666666666667,30.0,116.0,199.29899414785424,1,0,58,0.3870967741935484,0.13547095987918503,0.2727272727272727,0.03964469658501598,0.3333333333333333,0.03329291198839166
60,9,0,16000900,PPO,218,0.11151199643156016,14,0.23333333333333334,0.13333333333333333,33.285714285714285,118.0,165.31093898740494,1,0,64,0.16129032258064516,0.029018582217262875,0.36363636363636365,0.04585331104217251,0.2777777777777778,0.03664010317212479
60,10,0,16001000,Greedy online,-1,0.18855491384294307,20,0.3333333333333333,0.16666666666666666,35.15,119.0,233.92498762134952,1,0,55,0.30434782608695654,0.13655168372439133,0.34782608695652173,0.04637795899726184,0.35714285714285715,0.005625271121289872
60,10,0,16001000,PPO,218,0.10757047474522474,16,0.26666666666666666,0.1,39.0625,105.0,218.4303179804236,1,0,61,0.17391304347826086,0.03147409631202063,0.30434782608695654,0.053179105743430086,0.35714285714285715,0.02291727268977402
60,11,0,16001100,Greedy online,-1,0.17163177707103194,17,0.2833333333333333,0.13333333333333333,43.411764705882355,116.0,262.1251687835425,1,0,52,0.3333333333333333,0.13592971499676354,0.26666666666666666,0.02475874443783751,0.2222222222222222,0.010943317636430909
60,11,0,16001100,PPO,218,0.12496284489027354,15,0.25,0.16666666666666666,28.733333333333334,136.0,219.852863353197,0,0,52,0.18518518518518517,0.029837698058059397,0.4666666666666667,0.06609474284636063,0.16666666666666666,0.029030403985853544
60,12,0,16001200,Greedy online,-1,0.1856754303314713,20,0.3333333333333333,0.16666666666666666,30.2,110.0,210.21634077318447,2,0,56,0.42857142857142855,0.1533198884137084,0.11764705882352941,0.010847102460348814,0.4,0.021508439457414152
60,12,0,16001200,PPO,218,0.10822994058468383,13,0.21666666666666667,0.06666666666666667,28.76923076923077,96.0,118.76300893206763,0,0,47,0.17857142857142858,0.06824622243938744,0.23529411764705882,0.028948991558456903,0.26666666666666666,0.011034726586839457
60,13,0,16001300,Greedy online,-1,0.20819722948681466,20,0.3333333333333333,0.21666666666666667,39.55,120.0,244.69030168206902,2,0,53,0.3235294117647059,0.14511889838754388,0.23076923076923078,0.042731011114527824,0.46153846153846156,0.020347319984742956
60,13,0,16001300,PPO,218,0.09534951097083268,11,0.18333333333333332,0.08333333333333333,43.0,107.0,180.30088094338916,1,0,49,0.14705882352941177,0.06461977857563561,0.23076923076923078,0.02036678629417055,0.23076923076923078,0.010362946101026518
60,14,0,16001400,Greedy online,-1,0.2274605684082805,20,0.3333333333333333,0.21666666666666667,33.8,98.0,165.69899233609507,3,0,51,0.42857142857142855,0.1312246229562433,0.28,0.07948205502781998,0.2857142857142857,0.016753890424217193
60,14,0,16001400,PPO,218,0.11992944473561938,11,0.18333333333333332,0.15,25.90909090909091,58.0,69.54752487654991,1,0,36,0.09523809523809523,0.021339645954376138,0.12,0.043100212633777724,0.42857142857142855,0.055489586147465506
60,15,0,16001500,Greedy online,-1,0.17859857661640388,19,0.31666666666666665,0.16666666666666666,37.63157894736842,104.0,230.6674544914755,0,0,47,0.32142857142857145,0.12859696843400326,0.22727272727272727,0.02146588289218491,0.5,0.0285357252902158
60,15,0,16001500,PPO,218,0.09968127467843763,11,0.18333333333333332,0.11666666666666667,37.18181818181818,92.0,165.9270348325377,0,0,39,0.17857142857142858,0.06680166943336481,0.045454545454545456,0.00035923589236953846,0.5,0.0325203693527033
60,16,0,16001600,Greedy online,-1,0.15917545781056694,18,0.3,0.11666666666666667,35.666666666666664,125.0,268.8908426652249,1,0,56,0.39285714285714285,0.14669867052082802,0.3125,0.007724846567839328,0.125,0.004751940721899568
60,16,0,16001600,PPO,218,0.08980551819772446,14,0.23333333333333334,0.08333333333333333,32.357142857142854,107.0,205.0843179049111,0,0,58,0.14285714285714285,0.03657340767196832,0.4375,0.04024148032654349,0.1875,0.01299063019921263
60,17,0,16001700,Greedy online,-1,0.17669517434083587,18,0.3,0.15,38.333333333333336,111.0,242.27118688439714,0,0,51,0.37142857142857144,0.15466207789123254,0.15384615384615385,0.01564985156248238,0.25,0.0063832448871209615
60,17,0,16001700,PPO,218,0.1062613884782436,13,0.21666666666666667,0.11666666666666667,41.46153846153846,123.0,194.8075921403476,1,0,54,0.2,0.07487991549731685,0.15384615384615385,0.014859743797728232,0.3333333333333333,0.01652172918319853
60,18,0,16001800,Greedy online,-1,0.18226791562085165,19,0.31666666666666665,0.18333333333333332,39.1578947368421,133.0,288.35664799468856,0,0,55,0.2608695652173913,0.0988334792750509,0.2962962962962963,0.054897099764945265,0.5,0.028537336580855523
60,18,0,16001800,PPO,218,0.11215274041700236,11,0.18333333333333332,0.11666666666666667,28.636363636363637,66.0,88.54909867933709,1,0,49,0.08695652173913043,0.02682548485400979,0.2222222222222222,0.06590907810205078,0.3,0.019418177460941786
60,19,0,16001900,Greedy online,-1,0.15099540287378527,16,0.26666666666666666,0.13333333333333333,37.6875,113.0,266.68065636907784,1,0,53,0.2962962962962963,0.11695808501925649,0.21052631578947367,0.017372020361817734,0.2857142857142857,0.016665297492711076
60,19,0,16001900,PPO,218,0.10501976474004088,14,0.23333333333333334,0.1,36.785714285714285,82.0,177.19704245316515,0,0,51,0.18518518518518517,0.06222228379242349,0.21052631578947367,0.019296177251069524,0.35714285714285715,0.023501303696547852
60,20,0,16002000,Greedy online,-1,0.1618398650089409,18,0.3,0.15,38.27777777777778,110.0,251.49869816994146,0,0,50,0.34375,0.13453613991297986,0.3125,0.026653668538106016,0.16666666666666666,0.0006500565578549802
60,20,0,16002000,PPO,218,0.11915775002451422,15,0.25,0.11666666666666667,35.86666666666667,101.0,176.84857675370895,1,0,51,0.21875,0.07598389968827553,0.3125,0.0275622703230048,0.25,0.015611580013233919
60,21,0,16002100,Greedy online,-1,0.14143124579730562,14,0.23333333333333334,0.11666666666666667,42.92857142857143,111.0,258.59007834851377,2,0,49,0.24,0.09819853190394977,0.17647058823529413,0.02772057601352313,0.2777777777777778,0.015512137879832735
60,21,0,16002100,PPO,218,0.10578568620577804,12,0.2,0.11666666666666667,39.666666666666664,114.0,183.59198026324174,0,0,53,0.12,0.04169433167813168,0.29411764705882354,0.041445647856258636,0.2222222222222222,0.022645706671387718
60,22,0,16002200,Greedy online,-1,0.17257706580776602,19,0.31666666666666665,0.15,40.473684210526315,101.0,199.22118145991945,2,0,53,0.3,0.12695149819784485,0.2631578947368421,0.034997819741136534,0.45454545454545453,0.010627747868784636
60,22,0,16002200,PPO,218,0.09145343903344064,12,0.2,0.08333333333333333,34.583333333333336,118.0,172.58966143254247,1,0,51,0.2,0.06247742677102007,0.15789473684210525,0.011716683382433615,0.2727272727272727,0.01725932887998692
60,23,0,16002300,Greedy online,-1,0.14586649016287065,18,0.3,0.13333333333333333,45.22222222222222,124.0,290.6893586934437,1,0,53,0.3225806451612903,0.11859631927823866,0.3125,0.014317224355464255,0.23076923076923078,0.012952946529167716
60,23,0,16002300,PPO,218,0.09753767927528034,12,0.2,0.1,37.916666666666664,120.0,183.39352970049387,2,0,55,0.16129032258064516,0.05400038749111581,0.3125,0.037684047157594526,0.15384615384615385,0.005853244626569994
60,24,0,16002400,Greedy online,-1,0.14661864069576885,18,0.3,0.15,42.888888888888886,117.0,290.06516092929814,1,0,52,0.32,0.09085289135703696,0.21052631578947367,0.017041864791283886,0.375,0.03872388454744802
60,24,0,16002400,PPO,218,0.12047198254812062,13,0.21666666666666667,0.1,30.692307692307693,78.0,132.8656666437578,0,0,40,0.24,0.07262072504959997,0.05263157894736842,0.015873015873015872,0.375,0.03197824162550479
60,25,0,16002500,Greedy online,-1,0.15486084386606322,19,0.31666666666666665,0.15,31.105263157894736,114.0,269.30074572490787,1,0,57,0.34615384615384615,0.10114438994159422,0.3,0.029553801468750224,0.2857142857142857,0.024162652455718754
60,25,0,16002500,PPO,218,0.09881788101016407,16,0.26666666666666666,0.1,38.125,110.0,237.22870011931582,2,0,55,0.2692307692307692,0.04399124170853238,0.15,0.03253637417713615,0.42857142857142855,0.022290265124495535
60,26,0,16002600,Greedy online,-1,0.2349907728063009,22,0.36666666666666664,0.23333333333333334,26.545454545454547,97.0,188.72862133837629,0,0,53,0.52,0.15821832009409995,0.2222222222222222,0.04813373756102159,0.29411764705882354,0.02863871515117941
60,26,0,16002600,PPO,218,0.0919075473823311,9,0.15,0.1,35.44444444444444,60.0,104.20149466815167,0,0,40,0.16,0.035387600232170066,0.16666666666666666,0.04758518773358404,0.11764705882352941,0.008934759416576976
60,27,0,16002700,Greedy online,-1,0.20381604468390915,20,0.3333333333333333,0.18333333333333332,33.45,104.0,218.379261060268,0,0,50,0.4090909090909091,0.14643292427337512,0.2222222222222222,0.03878008492511037,0.35,0.01860303548542365
60,27,0,16002700,PPO,218,0.1281248844665363,15,0.25,0.13333333333333333,40.733333333333334,106.0,163.46113498185238,0,0,52,0.22727272727272727,0.058465969503252044,0.2777777777777778,0.05649579586316006,0.25,0.013163119100124196
60,28,0,16002800,Greedy online,-1,0.23072354071379791,21,0.35,0.21666666666666667,31.142857142857142,99.0,180.77015554972016,2,0,51,0.4074074074074074,0.15288764317922046,0.3333333333333333,0.05290468734701224,0.26666666666666666,0.024931210187565177
60,28,0,16002800,PPO,218,0.1293484525359557,18,0.3,0.11666666666666667,35.333333333333336,109.0,231.2958953032791,1,0,51,0.25925925925925924,0.060919774751928245,0.2777777777777778,0.04827540004715358,0.4,0.02015327773687384
60,29,0,16002900,Greedy online,-1,0.22117080748641105,21,0.35,0.18333333333333332,29.333333333333332,108.0,232.50457729037046,0,0,54,0.4074074074074074,0.15784097170401823,0.3333333333333333,0.0596966426036322,0.25,0.003633193178760566
60,29,0,16002900,PPO,218,0.08220985237901413,10,0.16666666666666666,0.06666666666666667,28.1,72.0,101.31676188245832,0,0,45,0.2222222222222222,0.051447794333752725,0.14285714285714285,0.02933183947351572,0.08333333333333333,0.0014302185717456851
60,30,0,16003000,Greedy online,-1,0.20942789454640687,19,0.31666666666666665,0.21666666666666667,36.10526315789474,118.0,252.8244912906002,1,0,50,0.3333333333333333,0.14499393073799047,0.13636363636363635,0.0195432632656732,0.5714285714285714,0.0448907005427432
60,30,0,16003000,PPO,218,0.09944017292783613,15,0.25,0.13333333333333333,46.06666666666667,131.0,235.20071831962795,1,0,57,0.20833333333333334,0.0463520081793131,0.18181818181818182,0.0263596972826466,0.42857142857142855,0.026728467465876437
