Execution ID,Run Mode,Started At,Finished At,Elapsed sec,Elapsed HH:MM:SS,Scenarios,Task Counts,Seeds,HiGHS Budgets sec,Status
20260731_124520-0400,quick,2026-07-31T12:45:42-04:00,2026-07-31T12:45:46-04:00,3.7096775410464033,00:00:04,1,20,1,600,COMPLETED
