Execution ID,Run ID,Run Correlative,Run Total,Scenario,Seed,Tasks,Method,Normalized Mission Value,Weighted Impact Coverage,Impact Coverage,Physical Completed Tasks,Physical Completion Rate,Medical Evacuees,Personnel Transported,Cargo Delivered kg,Medical Impact Coverage,Personnel Impact Coverage,Cargo Impact Coverage,Average Response Time,Maximum Response Time,Makespan,Total Flight Time,Task Flight Time,Return Flight Time,Value per Flight Minute,Runtime sec,Solver Time sec,Graph Time sec,Matrix Time sec,End-to-end sec,Optimal Certified,MIP Gap,Primal Bound,Dual Bound,Variables,Constraints,Nonzeros,Solver Message,MIP Nodes,Time Limit sec
20260731_124647-0400,20260731_124647-0400-0034,34,150,A4x4_T30_S4,4,30,HiGHS-15s,0.5454100062218512,0.6717827626918536,0.6265709156193898,18.0,0.6,19.0,6.0,1650.0,0.8260869565217391,0.5,0.4782608695652174,38.72222222222222,82.0,98.0,207.12857059674695,105.39544911856706,101.73312147817988,0.0026331954333991677,5.099257249967195,5.099257249967195,0.22225949994754046,0.033548332983627915,5.3550650828983635,True,0.0,0.5454100062218511,0.5454100062218511,45703.0,15515.0,121628.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,15.0
20260731_124647-0400,20260731_124647-0400-0034,34,150,A4x4_T30_S4,4,30,HiGHS-60s,0.5454100062218512,0.6717827626918536,0.6265709156193898,18.0,0.6,19.0,6.0,1650.0,0.8260869565217391,0.5,0.4782608695652174,38.72222222222222,82.0,98.0,207.12857059674695,105.39544911856706,101.73312147817988,0.0026331954333991677,5.169707250082865,5.169707250082865,0.22225949994754046,0.033548332983627915,5.425515083014034,True,0.0,0.5454100062218511,0.5454100062218511,45703.0,15515.0,121628.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,60.0
20260731_124647-0400,20260731_124647-0400-0034,34,150,A4x4_T30_S4,4,30,HiGHS-600s,0.5454100062218512,0.6717827626918536,0.6265709156193898,18.0,0.6,19.0,6.0,1650.0,0.8260869565217391,0.5,0.4782608695652174,38.72222222222222,82.0,98.0,207.12857059674695,105.39544911856706,101.73312147817988,0.0026331954333991677,5.498999167000875,5.498999167000875,0.22225949994754046,0.033548332983627915,5.754806999932043,True,0.0,0.5454100062218511,0.5454100062218511,45703.0,15515.0,121628.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,600.0
20260731_124647-0400,20260731_124647-0400-0035,35,150,A4x4_T30_S5,5,30,Greedy-Benefit,0.33330747745380634,0.5255712731229597,0.48013816925734015,15.0,0.5,15.0,11.0,300.0,0.6521739130434783,0.5,0.13953488372093023,47.06666666666667,83.0,99.0,238.9369549662358,123.39954204902133,115.53741291721445,0.0013949599278224084,0.0014343330403789878,,,,0.0014346670359373093,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0035,35,150,A4x4_T30_S5,5,30,Greedy-Density-Operational,0.30016091363302283,0.4668117519042437,0.44732297063903276,13.0,0.43333333333333335,12.0,10.0,650.0,0.5217391304347826,0.45454545454545453,0.3023255813953488,42.53846153846154,89.0,108.0,237.42843250689808,124.48540911631392,112.94302339058413,0.0012642163807584509,0.0012667090632021427,,,,0.0012670420110225677,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0035,35,150,A4x4_T30_S5,5,30,Greedy-Density-Cycle,0.30016091363302283,0.4668117519042437,0.44732297063903276,13.0,0.43333333333333335,12.0,10.0,650.0,0.5217391304347826,0.45454545454545453,0.3023255813953488,42.53846153846154,89.0,108.0,237.42843250689808,124.48540911631392,112.94302339058413,0.0012642163807584509,0.0012145829387009144,,,,0.0012149160029366612,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0035,35,150,A4x4_T30_S5,5,30,HiGHS-1s,,,,,,,,,,,,,,,,,,,2.308891125023365,2.308891125023365,0.11980833299458027,0.013726708013564348,2.4424261660315096,False,,,,17280.0,6663.0,45211.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is At lower/fixed bound),,1.0
20260731_124647-0400,20260731_124647-0400-0035,35,150,A4x4_T30_S5,5,30,HiGHS-5s,0.37123750374553616,0.5342763873775843,0.5112262521588947,14.0,0.4666666666666667,13.0,13.0,600.0,0.5652173913043478,0.5909090909090909,0.27906976744186046,43.714285714285715,90.0,103.0,243.3998152430458,125.1070938585082,118.29272138453757,0.0015252168674608016,2.4005977920023724,2.4005977920023724,0.11980833299458027,0.013726708013564348,2.534132833010517,True,0.0,0.37123750374553605,0.37123750374553605,17280.0,6663.0,45211.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,5.0
20260731_124647-0400,20260731_124647-0400-0035,35,150,A4x4_T30_S5,5,30,HiGHS-15s,0.37123750374553616,0.5342763873775843,0.5112262521588947,14.0,0.4666666666666667,13.0,13.0,600.0,0.5652173913043478,0.5909090909090909,0.27906976744186046,43.714285714285715,90.0,103.0,243.3998152430458,125.1070938585082,118.29272138453757,0.0015252168674608016,2.4413017919287086,2.4413017919287086,0.11980833299458027,0.013726708013564348,2.574836832936853,True,0.0,0.37123750374553605,0.37123750374553605,17280.0,6663.0,45211.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,15.0
20260731_124647-0400,20260731_124647-0400-0035,35,150,A4x4_T30_S5,5,30,HiGHS-60s,0.37123750374553616,0.5342763873775843,0.5112262521588947,14.0,0.4666666666666667,13.0,13.0,600.0,0.5652173913043478,0.5909090909090909,0.27906976744186046,43.714285714285715,90.0,103.0,243.3998152430458,125.1070938585082,118.29272138453757,0.0015252168674608016,2.3829779159277678,2.3829779159277678,0.11980833299458027,0.013726708013564348,2.5165129569359124,True,0.0,0.37123750374553605,0.37123750374553605,17280.0,6663.0,45211.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,60.0
20260731_124647-0400,20260731_124647-0400-0035,35,150,A4x4_T30_S5,5,30,HiGHS-600s,0.37123750374553616,0.5342763873775843,0.5112262521588947,14.0,0.4666666666666667,13.0,13.0,600.0,0.5652173913043478,0.5909090909090909,0.27906976744186046,43.714285714285715,90.0,103.0,243.3998152430458,125.1070938585082,118.29272138453757,0.0015252168674608016,2.463986541959457,2.463986541959457,0.11980833299458027,0.013726708013564348,2.5975215829676017,True,0.0,0.37123750374553605,0.37123750374553605,17280.0,6663.0,45211.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,600.0
20260731_124647-0400,20260731_124647-0400-0036,36,150,A4x4_T30_S6,6,30,Greedy-Benefit,0.3544706187661201,0.533498759305211,0.5730129390018484,16.0,0.5333333333333333,8.0,8.0,2500.0,0.42105263157894735,0.5333333333333333,0.746268656716418,46.0625,91.0,106.0,244.01282544630087,131.41372540379314,112.59910004250774,0.0014526720803211524,0.0014454999472945929,,,,0.0014457079814746976,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0036,36,150,A4x4_T30_S6,6,30,Greedy-Density-Operational,0.3395780841520258,0.543424317617866,0.5600739371534196,17.0,0.5666666666666667,12.0,3.0,2550.0,0.631578947368421,0.2,0.7611940298507462,43.88235294117647,78.0,93.0,223.75811271083504,114.97568243340115,108.78243027743392,0.00151761238972759,0.0012474580435082316,,,,0.001247667009010911,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0036,36,150,A4x4_T30_S6,6,30,Greedy-Density-Cycle,0.3395780841520258,0.543424317617866,0.5600739371534196,17.0,0.5666666666666667,12.0,3.0,2550.0,0.631578947368421,0.2,0.7611940298507462,43.88235294117647,78.0,93.0,223.75811271083504,114.97568243340115,108.78243027743392,0.00151761238972759,0.0012338750530034304,,,,0.0012341249966993928,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0036,36,150,A4x4_T30_S6,6,30,HiGHS-1s,,,,,,,,,,,,,,,,,,,2.097381875035353,2.097381875035353,0.06469966704025865,0.012947083916515112,2.1750286259921268,False,,,,17208.0,7059.0,44599.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is At lower/fixed bound),,1.0
20260731_124647-0400,20260731_124647-0400-0036,36,150,A4x4_T30_S6,6,30,HiGHS-5s,0.39256163751778056,0.5645161290322581,0.5637707948243993,17.0,0.5666666666666667,13.0,4.0,2250.0,0.6842105263157895,0.26666666666666666,0.6716417910447762,42.1764705882353,88.0,106.0,229.3615785509291,125.3670579600751,103.99452059085404,0.0017115405291414723,2.203992500086315,2.203992500086315,0.06469966704025865,0.012947083916515112,2.2816392510430887,True,0.0,0.3925616375177805,0.3925616375177805,17208.0,7059.0,44599.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,5.0
20260731_124647-0400,20260731_124647-0400-0036,36,150,A4x4_T30_S6,6,30,HiGHS-15s,0.39256163751778056,0.5645161290322581,0.5637707948243993,17.0,0.5666666666666667,13.0,4.0,2250.0,0.6842105263157895,0.26666666666666666,0.6716417910447762,42.1764705882353,88.0,106.0,229.3615785509291,125.3670579600751,103.99452059085404,0.0017115405291414723,2.2455632500350475,2.2455632500350475,0.06469966704025865,0.012947083916515112,2.3232100009918213,True,0.0,0.3925616375177805,0.3925616375177805,17208.0,7059.0,44599.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,15.0
20260731_124647-0400,20260731_124647-0400-0036,36,150,A4x4_T30_S6,6,30,HiGHS-60s,0.39256163751778056,0.5645161290322581,0.5637707948243993,17.0,0.5666666666666667,13.0,4.0,2250.0,0.6842105263157895,0.26666666666666666,0.6716417910447762,42.1764705882353,88.0,106.0,229.3615785509291,125.3670579600751,103.99452059085404,0.0017115405291414723,2.2384320000419393,2.2384320000419393,0.06469966704025865,0.012947083916515112,2.316078750998713,True,0.0,0.3925616375177805,0.3925616375177805,17208.0,7059.0,44599.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,60.0
20260731_124647-0400,20260731_124647-0400-0036,36,150,A4x4_T30_S6,6,30,HiGHS-600s,0.39256163751778056,0.5645161290322581,0.5637707948243993,17.0,0.5666666666666667,13.0,4.0,2250.0,0.6842105263157895,0.26666666666666666,0.6716417910447762,42.1764705882353,88.0,106.0,229.3615785509291,125.3670579600751,103.99452059085404,0.0017115405291414723,2.2541405830997974,2.2541405830997974,0.06469966704025865,0.012947083916515112,2.331787334056571,True,0.0,0.3925616375177805,0.3925616375177805,17208.0,7059.0,44599.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,600.0
20260731_124647-0400,20260731_124647-0400-0037,37,150,A4x4_T30_S7,7,30,Greedy-Benefit,0.3589268461585738,0.5820512820512821,0.5666666666666665,17.0,0.5666666666666667,11.0,11.0,1150.0,0.6111111111111112,0.6111111111111112,0.46,40.88235294117647,79.0,99.0,215.6069228323702,118.24844639156242,97.35847644080775,0.001664727836395271,0.0014477500226348639,,,,0.0014479589881375432,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0037,37,150,A4x4_T30_S7,7,30,Greedy-Density-Operational,0.4110069764662982,0.6000000000000001,0.5745098039215686,18.0,0.6,12.0,11.0,1050.0,0.6666666666666666,0.6111111111111112,0.42,33.22222222222222,82.0,107.0,204.82799060619908,102.56143209672803,102.26655850947105,0.002006595755052333,0.0013361249584704638,,,,0.0013363329926505685,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0037,37,150,A4x4_T30_S7,7,30,Greedy-Density-Cycle,0.4110069764662982,0.6000000000000001,0.5745098039215686,18.0,0.6,12.0,11.0,1050.0,0.6666666666666666,0.6111111111111112,0.42,33.22222222222222,82.0,107.0,204.82799060619908,102.56143209672803,102.26655850947105,0.002006595755052333,0.0014186250045895576,,,,0.00141887494828552,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0037,37,150,A4x4_T30_S7,7,30,HiGHS-1s,,,,,,,,,,,,,,,,,,,7.067216582945548,7.067216582945548,0.418952208943665,0.10434283304493874,7.590511624934152,False,,,,91078.0,23511.0,249757.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is At lower/fixed bound),,1.0
20260731_124647-0400,20260731_124647-0400-0037,37,150,A4x4_T30_S7,7,30,HiGHS-5s,,,,,,,,,,,,,,,,,,,7.1194255410227925,7.1194255410227925,0.418952208943665,0.10434283304493874,7.642720583011396,False,,,,91078.0,23511.0,249757.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is At lower/fixed bound),,5.0
20260731_124647-0400,20260731_124647-0400-0037,37,150,A4x4_T30_S7,7,30,HiGHS-15s,,,,,,,,,,,,,,,,,,,15.02705974993296,15.02705974993296,0.418952208943665,0.10434283304493874,15.550354791921563,False,,,,91078.0,23511.0,249757.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is At lower/fixed bound),,15.0
20260731_124647-0400,20260731_124647-0400-0037,37,150,A4x4_T30_S7,7,30,HiGHS-60s,0.49695027493394667,0.7346153846153848,0.7019607843137255,20.0,0.6666666666666666,15.0,13.0,1300.0,0.8333333333333334,0.7222222222222222,0.52,42.25,87.0,112.0,230.8070012214996,118.81329425251725,111.99370696898231,0.00215309878948185,15.960871166898869,15.960871166898869,0.418952208943665,0.10434283304493874,16.484166208887473,True,0.0,0.49695027493394656,0.49695027493394656,91078.0,23511.0,249757.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,60.0
20260731_124647-0400,20260731_124647-0400-0037,37,150,A4x4_T30_S7,7,30,HiGHS-600s,0.49695027493394667,0.7346153846153848,0.7019607843137255,20.0,0.6666666666666666,15.0,13.0,1300.0,0.8333333333333334,0.7222222222222222,0.52,42.25,87.0,112.0,230.8070012214996,118.81329425251725,111.99370696898231,0.00215309878948185,15.742089958977886,15.742089958977886,0.418952208943665,0.10434283304493874,16.26538500096649,True,0.0,0.49695027493394656,0.49695027493394656,91078.0,23511.0,249757.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,600.0
20260731_124647-0400,20260731_124647-0400-0038,38,150,A4x4_T30_S8,8,30,Greedy-Benefit,0.3268680293747544,0.529121421520237,0.48726114649681523,13.0,0.43333333333333335,16.0,14.0,100.0,0.5714285714285714,0.6666666666666666,0.043478260869565216,44.69230769230769,78.0,97.0,250.6785246540186,130.48151534204803,120.19700931197056,0.0013039331144376687,0.0020966660231351852,,,,0.0020970830228179693,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0038,38,150,A4x4_T30_S8,8,30,Greedy-Density-Operational,0.3271636197520998,0.5182625863770978,0.4936305732484076,13.0,0.43333333333333335,15.0,13.0,500.0,0.5357142857142857,0.6190476190476191,0.21739130434782608,44.30769230769231,86.0,108.0,244.21169797543126,122.10584898771562,122.10584898771562,0.0013396721879597015,0.001236500102095306,,,,0.0012367080198600888,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0038,38,150,A4x4_T30_S8,8,30,Greedy-Density-Cycle,0.3271636197520998,0.5182625863770978,0.4936305732484076,13.0,0.43333333333333335,15.0,13.0,500.0,0.5357142857142857,0.6190476190476191,0.21739130434782608,44.30769230769231,86.0,108.0,244.21169797543126,122.10584898771562,122.10584898771562,0.0013396721879597015,0.0012478330172598362,,,,0.0012481249868869781,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0038,38,150,A4x4_T30_S8,8,30,HiGHS-1s,,,,,,,,,,,,,,,,,,,2.488028082996607,2.488028082996607,0.0745752080110833,0.01574587495997548,2.5783491659676656,False,,,,20101.0,7675.0,52662.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is At lower/fixed bound),,1.0
20260731_124647-0400,20260731_124647-0400-0038,38,150,A4x4_T30_S8,8,30,HiGHS-5s,0.42053636896054597,0.5636722606120435,0.5429936305732483,14.0,0.4666666666666667,17.0,12.0,850.0,0.6071428571428571,0.5714285714285714,0.3695652173913043,44.07142857142857,79.0,94.0,237.07663736725652,118.53831868362826,118.53831868362826,0.001773841461691947,4.582029957906343,4.582029957906343,0.0745752080110833,0.01574587495997548,4.672351040877402,True,0.0,0.420536368960546,0.420536368960546,20101.0,7675.0,52662.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,5.0
20260731_124647-0400,20260731_124647-0400-0038,38,150,A4x4_T30_S8,8,30,HiGHS-15s,0.42053636896054597,0.5636722606120435,0.5429936305732483,14.0,0.4666666666666667,17.0,12.0,850.0,0.6071428571428571,0.5714285714285714,0.3695652173913043,44.07142857142857,79.0,94.0,237.07663736725652,118.53831868362826,118.53831868362826,0.001773841461691947,4.67818458401598,4.67818458401598,0.0745752080110833,0.01574587495997548,4.768505666987039,True,0.0,0.420536368960546,0.420536368960546,20101.0,7675.0,52662.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,15.0
20260731_124647-0400,20260731_124647-0400-0038,38,150,A4x4_T30_S8,8,30,HiGHS-60s,0.42053636896054597,0.5636722606120435,0.5429936305732483,14.0,0.4666666666666667,17.0,12.0,850.0,0.6071428571428571,0.5714285714285714,0.3695652173913043,44.07142857142857,79.0,94.0,237.07663736725652,118.53831868362826,118.53831868362826,0.001773841461691947,4.679637667024508,4.679637667024508,0.0745752080110833,0.01574587495997548,4.769958749995567,True,0.0,0.420536368960546,0.420536368960546,20101.0,7675.0,52662.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,60.0
20260731_124647-0400,20260731_124647-0400-0038,38,150,A4x4_T30_S8,8,30,HiGHS-600s,0.42053636896054597,0.5636722606120435,0.5429936305732483,14.0,0.4666666666666667,17.0,12.0,850.0,0.6071428571428571,0.5714285714285714,0.3695652173913043,44.07142857142857,79.0,94.0,237.07663736725652,118.53831868362826,118.53831868362826,0.001773841461691947,4.73586679098662,4.73586679098662,0.0745752080110833,0.01574587495997548,4.826187873957679,True,0.0,0.420536368960546,0.420536368960546,20101.0,7675.0,52662.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,600.0
20260731_124647-0400,20260731_124647-0400-0039,39,150,A4x4_T30_S9,9,30,Greedy-Benefit,0.3758891749682467,0.5926773455377575,0.5610200364298723,16.0,0.5333333333333333,16.0,10.0,800.0,0.6153846153846154,0.7692307692307693,0.3018867924528302,45.375,92.0,108.0,243.97968747802818,127.7368974262768,116.24279005175137,0.0015406576623396067,0.0015342090046033263,,,,0.0015345000429078937,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0039,39,150,A4x4_T30_S9,9,30,Greedy-Density-Operational,0.4134575718378723,0.5983981693363843,0.5792349726775955,17.0,0.5666666666666667,17.0,7.0,1300.0,0.6538461538461539,0.5384615384615384,0.49056603773584906,39.8235294117647,104.0,120.0,215.92676337229008,107.99799996892574,107.92876340336434,0.0019148046558962657,0.0013233330100774765,,,,0.001323582953773439,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0039,39,150,A4x4_T30_S9,9,30,Greedy-Density-Cycle,0.4134575718378723,0.5983981693363843,0.5792349726775955,17.0,0.5666666666666667,17.0,7.0,1300.0,0.6538461538461539,0.5384615384615384,0.49056603773584906,39.8235294117647,104.0,120.0,215.92676337229008,107.99799996892574,107.92876340336434,0.0019148046558962657,0.0011867500143125653,,,,0.0011868749279528856,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0039,39,150,A4x4_T30_S9,9,30,HiGHS-1s,,,,,,,,,,,,,,,,,,,2.4252820840338245,2.4252820840338245,0.1494181250454858,0.02034579194150865,2.595046001020819,False,,,,26294.0,9978.0,68938.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is At lower/fixed bound),,1.0
20260731_124647-0400,20260731_124647-0400-0039,39,150,A4x4_T30_S9,9,30,HiGHS-5s,0.4643898011600591,0.5983981693363845,0.5428051001821493,16.0,0.5333333333333333,20.0,5.0,800.0,0.7692307692307693,0.38461538461538464,0.3018867924528302,39.25,92.0,114.0,220.10674189104742,110.13373481626462,109.97300707478283,0.0021098390588595944,2.8181263339938596,2.8181263339938596,0.1494181250454858,0.02034579194150865,2.987890250980854,True,0.0,0.4643898011600591,0.4643898011600591,26294.0,9978.0,68938.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,5.0
20260731_124647-0400,20260731_124647-0400-0039,39,150,A4x4_T30_S9,9,30,HiGHS-15s,0.4643898011600591,0.5983981693363845,0.5428051001821493,16.0,0.5333333333333333,20.0,5.0,800.0,0.7692307692307693,0.38461538461538464,0.3018867924528302,39.25,92.0,114.0,220.10674189104742,110.13373481626462,109.97300707478283,0.0021098390588595944,2.81759362493176,2.81759362493176,0.1494181250454858,0.02034579194150865,2.9873575419187546,True,0.0,0.4643898011600591,0.4643898011600591,26294.0,9978.0,68938.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,15.0
20260731_124647-0400,20260731_124647-0400-0039,39,150,A4x4_T30_S9,9,30,HiGHS-60s,0.4643898011600591,0.5983981693363845,0.5428051001821493,16.0,0.5333333333333333,20.0,5.0,800.0,0.7692307692307693,0.38461538461538464,0.3018867924528302,39.25,92.0,114.0,220.10674189104742,110.13373481626462,109.97300707478283,0.0021098390588595944,2.7837679580552503,2.7837679580552503,0.1494181250454858,0.02034579194150865,2.953531875042245,True,0.0,0.4643898011600591,0.4643898011600591,26294.0,9978.0,68938.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,60.0
20260731_124647-0400,20260731_124647-0400-0039,39,150,A4x4_T30_S9,9,30,HiGHS-600s,0.4643898011600591,0.5983981693363845,0.5428051001821493,16.0,0.5333333333333333,20.0,5.0,800.0,0.7692307692307693,0.38461538461538464,0.3018867924528302,39.25,92.0,114.0,220.10674189104742,110.13373481626462,109.97300707478283,0.0021098390588595944,2.7978962919441983,2.7978962919441983,0.1494181250454858,0.02034579194150865,2.9676602089311928,True,0.0,0.4643898011600591,0.4643898011600591,26294.0,9978.0,68938.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,600.0
20260731_124647-0400,20260731_124647-0400-0040,40,150,A4x4_T30_S10,10,30,Greedy-Benefit,0.36487625070645,0.5332681017612525,0.5373831775700934,15.0,0.5,13.0,14.0,1250.0,0.52,0.5384615384615384,0.5681818181818182,40.266666666666666,65.0,84.0,201.18757081217643,105.07344692226107,96.11412388991533,0.0018136122884404682,0.0013800000306218863,,,,0.0013804580084979534,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0040,40,150,A4x4_T30_S10,10,30,Greedy-Density-Operational,0.3641303766337647,0.5645792563600783,0.5482866043613706,17.0,0.5666666666666667,14.0,17.0,700.0,0.56,0.6538461538461539,0.3181818181818182,37.23529411764706,89.0,102.0,202.2033976887237,102.35342765130963,99.84997003741404,0.001800812354272676,0.0011160839349031448,,,,0.0011162919690832496,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0040,40,150,A4x4_T30_S10,10,30,Greedy-Density-Cycle,0.3641303766337647,0.5645792563600783,0.5482866043613706,17.0,0.5666666666666667,14.0,17.0,700.0,0.56,0.6538461538461539,0.3181818181818182,37.23529411764706,89.0,102.0,202.2033976887237,102.35342765130963,99.84997003741404,0.001800812354272676,0.0010998329380527139,,,,0.001099957968108356,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0040,40,150,A4x4_T30_S10,10,30,HiGHS-1s,,,,,,,,,,,,,,,,,,,2.9387651659781113,2.9387651659781113,0.11288549995515496,0.016958625055849552,3.068609290989116,False,,,,22177.0,8424.0,58141.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is At lower/fixed bound),,1.0
20260731_124647-0400,20260731_124647-0400-0040,40,150,A4x4_T30_S10,10,30,HiGHS-5s,0.43793350329349423,0.6193737769080235,0.5887850467289719,17.0,0.5666666666666667,18.0,15.0,800.0,0.72,0.5769230769230769,0.36363636363636365,40.588235294117645,85.0,100.0,199.97467584074406,101.02071475208088,98.95396108866319,0.0021899448090229984,3.186150582972914,3.186150582972914,0.11288549995515496,0.016958625055849552,3.3159947079839185,True,0.0,0.4379335032934942,0.4379335032934942,22177.0,8424.0,58141.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,5.0
20260731_124647-0400,20260731_124647-0400-0040,40,150,A4x4_T30_S10,10,30,HiGHS-15s,0.43793350329349423,0.6193737769080235,0.5887850467289719,17.0,0.5666666666666667,18.0,15.0,800.0,0.72,0.5769230769230769,0.36363636363636365,40.588235294117645,85.0,100.0,199.97467584074406,101.02071475208088,98.95396108866319,0.0021899448090229984,3.299215666949749,3.299215666949749,0.11288549995515496,0.016958625055849552,3.4290597919607535,True,0.0,0.4379335032934942,0.4379335032934942,22177.0,8424.0,58141.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,15.0
20260731_124647-0400,20260731_124647-0400-0040,40,150,A4x4_T30_S10,10,30,HiGHS-60s,0.43793350329349423,0.6193737769080235,0.5887850467289719,17.0,0.5666666666666667,18.0,15.0,800.0,0.72,0.5769230769230769,0.36363636363636365,40.588235294117645,85.0,100.0,199.97467584074406,101.02071475208088,98.95396108866319,0.0021899448090229984,3.2695384579710662,3.2695384579710662,0.11288549995515496,0.016958625055849552,3.3993825829820707,True,0.0,0.4379335032934942,0.4379335032934942,22177.0,8424.0,58141.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,60.0
20260731_124647-0400,20260731_124647-0400-0040,40,150,A4x4_T30_S10,10,30,HiGHS-600s,0.43793350329349423,0.6193737769080235,0.5887850467289719,17.0,0.5666666666666667,18.0,15.0,800.0,0.72,0.5769230769230769,0.36363636363636365,40.588235294117645,85.0,100.0,199.97467584074406,101.02071475208088,98.95396108866319,0.0021899448090229984,3.340482500032522,3.340482500032522,0.11288549995515496,0.016958625055849552,3.4703266250435263,True,0.0,0.4379335032934942,0.4379335032934942,22177.0,8424.0,58141.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,600.0
20260731_124647-0400,20260731_124647-0400-0041,41,150,A4x4_T30_S11,11,30,Greedy-Benefit,0.2731334099109951,0.4148082069580732,0.4707560627674751,13.0,0.43333333333333335,9.0,9.0,2500.0,0.2647058823529412,0.5625,0.746268656716418,49.38461538461539,96.0,108.0,258.1024013690859,129.90574380063327,128.19665756845262,0.00105823660865679,0.0016781669110059738,,,,0.0016783339669927955,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0041,41,150,A4x4_T30_S11,11,30,Greedy-Density-Operational,0.3031852247412716,0.4495985727029439,0.48359486447931527,13.0,0.43333333333333335,12.0,9.0,2150.0,0.35294117647058826,0.5625,0.6417910447761194,46.69230769230769,96.0,108.0,253.55260380504137,127.63084501861101,125.92175878643033,0.0011957488118496827,0.001451042015105486,,,,0.0014512500492855906,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0041,41,150,A4x4_T30_S11,11,30,Greedy-Density-Cycle,0.3031852247412716,0.4495985727029439,0.48359486447931527,13.0,0.43333333333333335,12.0,9.0,2150.0,0.35294117647058826,0.5625,0.6417910447761194,46.69230769230769,96.0,108.0,253.55260380504137,127.63084501861101,125.92175878643033,0.0011957488118496827,0.0013587500434368849,,,,0.0013589580776169896,False,,,,,,,Constructive heuristic,,
