Execution ID,Run ID,Run Correlative,Run Total,Scenario,Seed,Tasks,Method,Normalized Mission Value,Weighted Impact Coverage,Impact Coverage,Physical Completed Tasks,Physical Completion Rate,Medical Evacuees,Personnel Transported,Cargo Delivered kg,Medical Impact Coverage,Personnel Impact Coverage,Cargo Impact Coverage,Average Response Time,Maximum Response Time,Makespan,Total Flight Time,Task Flight Time,Return Flight Time,Value per Flight Minute,Runtime sec,Solver Time sec,Graph Time sec,Matrix Time sec,End-to-end sec,Optimal Certified,MIP Gap,Primal Bound,Dual Bound,Variables,Constraints,Nonzeros,Solver Message,MIP Nodes,Time Limit sec
20260731_124647-0400,20260731_124647-0400-0002,2,150,A4x4_T20_S2,2,20,Greedy-Density-Cycle,0.46099565189121045,0.6356877323420076,0.6310975609756098,11.0,0.55,9.0,9.0,450.0,0.6428571428571429,0.6428571428571429,0.5625,40.81818181818182,68.0,86.0,231.64425736797432,116.02440357516022,115.61985379281413,0.0019901017928491277,0.0010805840138345957,,,,0.0010808339575305581,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0002,2,150,A4x4_T20_S2,2,20,HiGHS-1s,0.4895958408403565,0.6635687732342009,0.6615853658536586,12.0,0.6,9.0,10.0,450.0,0.6428571428571429,0.7142857142857143,0.5625,37.5,68.0,84.0,210.38409363403886,105.35970342541177,105.02439020862707,0.0023271523639615257,0.8135880829067901,0.8135880829067901,0.019304499961435795,0.004487917060032487,0.8373804999282584,True,0.0,0.4895958408403565,0.4895958408403565,5576.0,2586.0,14166.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,1.0
20260731_124647-0400,20260731_124647-0400-0002,2,150,A4x4_T20_S2,2,20,HiGHS-5s,0.4895958408403565,0.6635687732342009,0.6615853658536586,12.0,0.6,9.0,10.0,450.0,0.6428571428571429,0.7142857142857143,0.5625,37.5,68.0,84.0,210.38409363403886,105.35970342541177,105.02439020862707,0.0023271523639615257,0.8099691669922322,0.8099691669922322,0.019304499961435795,0.004487917060032487,0.8337615840137005,True,0.0,0.4895958408403565,0.4895958408403565,5576.0,2586.0,14166.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,5.0
20260731_124647-0400,20260731_124647-0400-0002,2,150,A4x4_T20_S2,2,20,HiGHS-15s,0.4895958408403565,0.6635687732342009,0.6615853658536586,12.0,0.6,9.0,10.0,450.0,0.6428571428571429,0.7142857142857143,0.5625,37.5,68.0,84.0,210.38409363403886,105.35970342541177,105.02439020862707,0.0023271523639615257,0.8081222919281572,0.8081222919281572,0.019304499961435795,0.004487917060032487,0.8319147089496255,True,0.0,0.4895958408403565,0.4895958408403565,5576.0,2586.0,14166.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,15.0
20260731_124647-0400,20260731_124647-0400-0002,2,150,A4x4_T20_S2,2,20,HiGHS-60s,0.4895958408403565,0.6635687732342009,0.6615853658536586,12.0,0.6,9.0,10.0,450.0,0.6428571428571429,0.7142857142857143,0.5625,37.5,68.0,84.0,210.38409363403886,105.35970342541177,105.02439020862707,0.0023271523639615257,0.8074689999921247,0.8074689999921247,0.019304499961435795,0.004487917060032487,0.831261417013593,True,0.0,0.4895958408403565,0.4895958408403565,5576.0,2586.0,14166.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,60.0
20260731_124647-0400,20260731_124647-0400-0002,2,150,A4x4_T20_S2,2,20,HiGHS-600s,0.4895958408403565,0.6635687732342009,0.6615853658536586,12.0,0.6,9.0,10.0,450.0,0.6428571428571429,0.7142857142857143,0.5625,37.5,68.0,84.0,210.38409363403886,105.35970342541177,105.02439020862707,0.0023271523639615257,0.806104207993485,0.806104207993485,0.019304499961435795,0.004487917060032487,0.8298966250149533,True,0.0,0.4895958408403565,0.4895958408403565,5576.0,2586.0,14166.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,600.0
20260731_124647-0400,20260731_124647-0400-0003,3,150,A4x4_T20_S3,3,20,Greedy-Benefit,0.4808597526744022,0.7448979591836735,0.7107438016528926,12.0,0.6,15.0,6.0,800.0,0.8333333333333334,0.6666666666666666,0.5161290322580645,44.833333333333336,87.0,107.0,283.2820732777394,147.42500333856452,135.85706993917495,0.0016974591689144793,0.001135250087827444,,,,0.0011354160960763693,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0003,3,150,A4x4_T20_S3,3,20,Greedy-Density-Operational,0.49890349341298806,0.7908163265306122,0.7713498622589531,14.0,0.7,15.0,7.0,1000.0,0.8333333333333334,0.7777777777777778,0.6451612903225806,43.214285714285715,87.0,107.0,286.6216282950312,156.79314925513663,129.82847903989463,0.0017406344956614598,0.000940375030040741,,,,0.0009406249737367034,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0003,3,150,A4x4_T20_S3,3,20,Greedy-Density-Cycle,0.4885196661724558,0.7482993197278912,0.7162534435261707,14.0,0.7,16.0,4.0,1000.0,0.8888888888888888,0.4444444444444444,0.6451612903225806,39.214285714285715,80.0,102.0,252.95161842804248,134.36578517439585,118.58583325364661,0.0019312770924666991,0.0009202079381793737,,,,0.0009204999078065157,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0003,3,150,A4x4_T20_S3,3,20,HiGHS-1s,,,,,,,,,,,,,,,,,,,1.7652574590174481,1.7652574590174481,0.03239566704723984,0.006707124994136393,1.8043602510588244,False,,,,8917.0,3876.0,22899.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is At lower/fixed bound),,1.0
20260731_124647-0400,20260731_124647-0400-0003,3,150,A4x4_T20_S3,3,20,HiGHS-5s,0.5314324057024237,0.7142857142857142,0.6887052341597796,13.0,0.65,15.0,4.0,1000.0,0.8333333333333334,0.4444444444444444,0.6451612903225806,37.84615384615385,75.0,100.0,234.487675362034,117.31293957628054,117.17473578575344,0.002266355384699541,1.8119909160304815,1.8119909160304815,0.03239566704723984,0.006707124994136393,1.8510937080718577,True,0.0,0.5314324057024236,0.5314324057024236,8917.0,3876.0,22899.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,5.0
20260731_124647-0400,20260731_124647-0400-0003,3,150,A4x4_T20_S3,3,20,HiGHS-15s,0.5314324057024237,0.7142857142857142,0.6887052341597796,13.0,0.65,15.0,4.0,1000.0,0.8333333333333334,0.4444444444444444,0.6451612903225806,37.84615384615385,75.0,100.0,234.487675362034,117.31293957628054,117.17473578575344,0.002266355384699541,1.7984670409932733,1.7984670409932733,0.03239566704723984,0.006707124994136393,1.8375698330346495,True,0.0,0.5314324057024236,0.5314324057024236,8917.0,3876.0,22899.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,15.0
20260731_124647-0400,20260731_124647-0400-0003,3,150,A4x4_T20_S3,3,20,HiGHS-60s,0.5314324057024237,0.7142857142857142,0.6887052341597796,13.0,0.65,15.0,4.0,1000.0,0.8333333333333334,0.4444444444444444,0.6451612903225806,37.84615384615385,75.0,100.0,234.487675362034,117.31293957628054,117.17473578575344,0.002266355384699541,1.8114583749556914,1.8114583749556914,0.03239566704723984,0.006707124994136393,1.8505611669970676,True,0.0,0.5314324057024236,0.5314324057024236,8917.0,3876.0,22899.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,60.0
20260731_124647-0400,20260731_124647-0400-0003,3,150,A4x4_T20_S3,3,20,HiGHS-600s,0.5314324057024237,0.7142857142857142,0.6887052341597796,13.0,0.65,15.0,4.0,1000.0,0.8333333333333334,0.4444444444444444,0.6451612903225806,37.84615384615385,75.0,100.0,234.487675362034,117.31293957628054,117.17473578575344,0.002266355384699541,1.8127615000121295,1.8127615000121295,0.03239566704723984,0.006707124994136393,1.8518642920535058,True,0.0,0.5314324057024236,0.5314324057024236,8917.0,3876.0,22899.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.0,600.0
20260731_124647-0400,20260731_124647-0400-0004,4,150,A4x4_T20_S4,4,20,Greedy-Benefit,0.616615091190854,0.8970840480274442,0.8622589531680441,16.0,0.8,20.0,2.0,1550.0,1.0,0.5,0.7560975609756098,41.6875,79.0,91.0,224.6104212532938,113.24917792391682,111.36124332937698,0.0027452648356662643,0.0011859580408781767,,,,0.0011861660750582814,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0004,4,150,A4x4_T20_S4,4,20,Greedy-Density-Operational,0.5839602324083769,0.8970840480274441,0.8622589531680441,16.0,0.8,20.0,2.0,1550.0,1.0,0.5,0.7560975609756098,40.875,87.0,102.0,226.5891009879078,118.00113816070557,108.5879628272022,0.002577177056894456,0.0010867919772863388,,,,0.0010870419209823012,False,,,,,,,Constructive heuristic,,
20260731_124647-0400,20260731_124647-0400-0004,4,150,A4x4_T20_S4,4,20,Greedy-Density-Cycle,0.5839602324083769,0.8970840480274441,0.8622589531680441,16.0,0.8,20.0,2.0,1550.0,1.0,0.5,0.7560975609756098,40.875,87.0,102.0,226.5891009879078,118.00113816070557,108.5879628272022,0.002577177056894456,0.0009977500885725021,,,,0.000997958006337285,False,,,,,,,Constructive heuristic,,
