Execution ID,Run Mode,Started At,Finished At,Elapsed sec,Elapsed HH:MM:SS,Scenarios,Task Counts,Seeds,HiGHS Budgets sec,Status
20260808_004608-0400,paper,2026-08-08T00:46:09-04:00,2026-08-08T03:34:02-04:00,10072.294809750001,02:47:52,150,"20,30,40,50,60","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","1,5,15,60,600",COMPLETED
