Execution ID,Run Mode,Started At,Finished At,Elapsed sec,Elapsed HH:MM:SS,Scenarios,Task Counts,Seeds,HiGHS Budgets sec,Status
20260731_124647-0400,paper,2026-07-31T12:46:48-04:00,2026-07-31T15:13:30-04:00,8801.600865625078,02:26:42,150,"20,30,40,50,60","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","1,5,15,60,600",COMPLETED
