Execution ID,Run Mode,Started At,Finished At,Elapsed sec,Elapsed HH:MM:SS,Scenarios,Task Counts,Seeds,HiGHS Budgets sec,Status
20260807_233653-0400,quick,2026-08-07T23:36:54-04:00,2026-08-07T23:37:01-04:00,7.532683417000953,00:00:08,1,20,1,600,COMPLETED
