Scenario,Method,Helo ID,Task ID,Node,Flight Time,Service Time,Total Task Time,Completion Time,Benefit,Remaining Load,Remaining Medical,Remaining Personnel,Status
default_nodes_T40_S2,Exact-HiGHS,1,14,B,0.0,6.0,6.0,62.0,0.0006031755354417299,0,0,0,Task Executed
default_nodes_T40_S2,Exact-HiGHS,4,Idle,Base,9.375,2.0,11.375,64.0,0.0,500,3,3,Idle
default_nodes_T40_S2,Exact-HiGHS,3,12,B,10.714285714285714,6.0,16.714285714285715,65.0,0.004560638095158909,300,3,0,Task Executed
default_nodes_T40_S2,Exact-HiGHS,1,Idle,Base,10.0,2.0,12.0,74.0,0.0,500,3,3,Idle
default_nodes_T40_S2,Exact-HiGHS,3,38,C,4.79157423749955,6.0,10.79157423749955,76.0,0.00022533246632119554,200,0,0,Task Executed
default_nodes_T40_S2,Exact-HiGHS,2,39,B,12.5,6.0,18.5,79.0,0.0011856468294391695,100,3,0,Task Executed
default_nodes_T40_S2,Exact-HiGHS,4,15,C,11.858541225631424,6.0,17.858541225631424,82.0,0.000979143069919109,100,3,0,Task Executed
default_nodes_T40_S2,Exact-HiGHS,3,Idle,Base,13.552618543578768,2.0,15.552618543578768,92.0,0.0,500,3,3,Idle
default_nodes_T40_S2,Exact-HiGHS,1,36,C,12.649110640673518,6.0,18.64911064067352,93.0,0.00015149503728960275,350,2,2,Task Executed
default_nodes_T40_S2,Exact-HiGHS,2,Idle,Base,12.5,2.0,14.5,94.0,0.0,500,3,3,Idle
default_nodes_T40_S2,Exact-HiGHS,4,Idle,Base,11.858541225631424,2.0,13.858541225631424,96.0,0.0,500,3,3,Idle
default_nodes_T40_S2,Exact-HiGHS,1,16,C,0.0,6.0,6.0,99.0,0.00011240682902352945,200,1,1,Task Executed
default_nodes_T40_S2,Exact-HiGHS,3,26,C,13.552618543578768,6.0,19.552618543578767,112.0,5.620419255832382e-06,400,0,3,Task Executed
default_nodes_T40_S2,Exact-HiGHS,1,Idle,Base,12.649110640673518,2.0,14.649110640673518,114.0,0.0,500,3,3,Idle
default_nodes_T40_S2,Exact-HiGHS,3,Idle,Base,13.552618543578768,2.0,15.552618543578768,128.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,1,1,A,4.47213595499958,6.0,10.47213595499958,11.0,0.025,300,1,2,Task Executed
default_nodes_T40_S3,Greedy,2,2,A,5.5901699437494745,6.0,11.590169943749475,12.0,0.025,200,2,1,Task Executed
default_nodes_T40_S3,Greedy,3,9,A,4.79157423749955,6.0,10.79157423749955,11.0,0.025,300,1,2,Task Executed
default_nodes_T40_S3,Greedy,4,10,A,4.192627457812106,6.0,10.192627457812106,11.0,0.025,200,2,1,Task Executed
default_nodes_T40_S3,Greedy,1,25,A,0.0,6.0,6.0,17.0,0.025,150,0,1,Task Executed
default_nodes_T40_S3,Greedy,3,28,A,0.0,6.0,6.0,17.0,0.025,150,0,1,Task Executed
default_nodes_T40_S3,Greedy,4,Idle,Base,4.192627457812106,2.0,6.192627457812106,18.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,2,Idle,Base,5.5901699437494745,2.0,7.5901699437494745,20.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,1,Idle,Base,4.47213595499958,2.0,6.47213595499958,24.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,3,Idle,Base,4.79157423749955,2.0,6.79157423749955,24.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,4,24,C,11.858541225631424,6.0,17.858541225631424,36.0,0.021453723377487806,300,3,0,Task Executed
default_nodes_T40_S3,Greedy,2,27,B,12.5,6.0,18.5,39.0,0.019213119587475444,100,3,0,Task Executed
default_nodes_T40_S3,Greedy,1,32,C,12.649110640673518,6.0,18.64911064067352,43.0,0.018756502639877944,300,3,0,Task Executed
default_nodes_T40_S3,Greedy,3,7,B,10.714285714285714,6.0,16.714285714285715,41.0,0.017773737565625097,100,3,0,Task Executed
default_nodes_T40_S3,Greedy,4,Idle,Base,11.858541225631424,2.0,13.858541225631424,50.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,2,Idle,Base,12.5,2.0,14.5,54.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,3,14,B,0.0,6.0,6.0,47.0,0.0024937622279921283,0,0,0,Task Executed
