tasks,instance_seed,replicate,episode_seed,policy,ppo_seed,benefit,completed_tasks,completion_rate,relevant_completion_rate,average_response_time,makespan,flight_time,failures,invalid_actions,steps,medical_completion_rate,medical_benefit,personnel_completion_rate,personnel_benefit,cargo_completion_rate,cargo_benefit
40,2,0,14000200,PPO,218,0.13985089652061147,11,0.275,0.15,35.81818181818182,81.0,180.56411362392222,0,0,42,0.13333333333333333,0.029910784911453825,0.3888888888888889,0.09751682063057199,0.2857142857142857,0.012423290978585626
40,3,0,14000300,Greedy online,-1,0.20856158574754213,15,0.375,0.2,41.733333333333334,109.0,227.99247796596424,3,0,41,0.38095238095238093,0.1582686604091581,0.25,0.02223638812685019,0.45454545454545453,0.028056537211533835
40,3,0,14000300,PPO,218,0.13081949294921735,14,0.35,0.15,38.357142857142854,110.0,252.95492175481039,1,0,42,0.23809523809523808,0.049704331121232695,0.375,0.04043146626488898,0.5454545454545454,0.04068369556309565
40,4,0,14000400,Greedy online,-1,0.27558642728616395,19,0.475,0.25,39.10526315789474,120.0,248.56836296866206,1,0,50,0.5294117647058824,0.17112789116314273,0.375,0.06297393634474795,0.4666666666666667,0.0414845997782733
40,4,0,14000400,PPO,218,0.2004506538115739,13,0.325,0.2,33.15384615384615,90.0,132.8224446799668,0,0,41,0.35294117647058826,0.1053591614073401,0.25,0.04918032786885246,0.3333333333333333,0.04591116453538134
40,5,0,14000500,Greedy online,-1,0.23112550869003692,16,0.4,0.225,33.75,105.0,246.39075769258847,0,0,43,0.47058823529411764,0.19510448239657602,0.4666666666666667,0.026990694353123627,0.125,0.009030331940337304
40,5,0,14000500,PPO,218,0.17702054900057396,15,0.375,0.175,35.46666666666667,105.0,235.6916741268089,0,0,47,0.4117647058823529,0.12221521814510103,0.26666666666666666,0.02358633302508633,0.5,0.031218997830386598
40,6,0,14000600,Greedy online,-1,0.29657732536506415,17,0.425,0.25,29.0,95.0,210.36088453649904,0,0,48,0.5,0.20044181279877213,0.3333333333333333,0.059589185389423385,0.4166666666666667,0.03654632717686866
40,6,0,14000600,PPO,218,0.20780333612649549,15,0.375,0.2,34.53333333333333,94.0,159.89807211102598,0,0,58,0.4375,0.12027532246900191,0.4166666666666667,0.06148586539024764,0.25,0.026042148267245928
40,7,0,14000700,Greedy online,-1,0.244176293502112,18,0.45,0.225,29.555555555555557,112.0,239.06926696348046,0,0,45,0.46153846153846156,0.11435577727966212,0.3076923076923077,0.05401579510337135,0.5714285714285714,0.07580472111907854
40,7,0,14000700,PPO,218,0.18116762540713932,12,0.3,0.15,27.166666666666668,81.0,170.275166996677,0,0,43,0.3076923076923077,0.0926699825692435,0.3076923076923077,0.06696382897444726,0.2857142857142857,0.021533813863448548
40,8,0,14000800,Greedy online,-1,0.2351358190167793,16,0.4,0.225,33.375,108.0,243.92026323051223,1,0,45,0.5,0.1461313763794436,0.35714285714285715,0.07318202764358639,0.25,0.01582241499374927
40,8,0,14000800,PPO,218,0.15981278409175692,12,0.3,0.175,39.25,105.0,211.11935544028884,2,0,48,0.2777777777777778,0.09383201834387328,0.35714285714285715,0.04852636295843952,0.25,0.017454402789444105
40,9,0,14000900,Greedy online,-1,0.28657118983085283,18,0.45,0.25,28.27777777777778,121.0,211.70261067780498,1,0,49,0.5714285714285714,0.22310370040249128,0.2857142857142857,0.030179919838027765,0.3333333333333333,0.03328756959033378
40,9,0,14000900,PPO,218,0.16428183905708535,13,0.325,0.15,32.69230769230769,89.0,166.31410657080258,1,0,47,0.2857142857142857,0.09116427517841377,0.2857142857142857,0.027448679132057705,0.4166666666666667,0.04566888474661385
40,10,0,14001000,Greedy online,-1,0.25702384437246334,17,0.425,0.2,33.05882352941177,102.0,226.15739488286198,1,0,46,0.375,0.15118553204428012,0.5,0.08498540324835502,0.4,0.020852909079828154
40,10,0,14001000,PPO,218,0.15006417030229854,11,0.275,0.15,28.272727272727273,89.0,132.68685373159778,2,0,42,0.1875,0.06306527907320947,0.2857142857142857,0.049805408609417415,0.4,0.03719348261967166
40,11,0,14001100,Greedy online,-1,0.24954690133617508,16,0.4,0.2,42.8125,109.0,274.2264578407981,0,0,41,0.3684210526315789,0.19218972335088705,0.2222222222222222,0.027631521036819432,0.5833333333333334,0.029725656948468585
40,11,0,14001100,PPO,218,0.16809524139840154,14,0.35,0.175,43.714285714285715,101.0,221.62445500835986,0,0,40,0.2631578947368421,0.09366445921258339,0.4444444444444444,0.02666583198771976,0.4166666666666667,0.0477649501980984
40,12,0,14001200,Greedy online,-1,0.2503627690157849,18,0.45,0.225,33.833333333333336,110.0,237.95185485607846,1,0,46,0.5,0.2116528907716429,0.2727272727272727,0.0036401451622246356,0.5714285714285714,0.03506973308191745
40,12,0,14001200,PPO,218,0.11958705193547187,9,0.225,0.1,36.111111111111114,85.0,120.97900326419857,1,0,39,0.3181818181818182,0.11182371062205776,0.0,0.0,0.2857142857142857,0.007763341313414098
40,13,0,14001300,Greedy online,-1,0.23097799031195265,15,0.375,0.225,35.06666666666667,97.0,220.4206028893779,0,0,42,0.391304347826087,0.1856094749950711,0.3333333333333333,0.024334234941117944,0.375,0.021034280375763596
40,13,0,14001300,PPO,218,0.20145648907583533,17,0.425,0.225,38.411764705882355,85.0,195.0176204447585,1,0,43,0.391304347826087,0.12478619708235279,0.3333333333333333,0.03986801009477017,0.625,0.03680228189871237
40,14,0,14001400,Greedy online,-1,0.27574669203960156,20,0.5,0.25,32.1,100.0,199.5772752986996,1,0,51,0.5384615384615384,0.13429118697126177,0.3333333333333333,0.092891824256194,0.7777777777777778,0.04856368081214577
40,14,0,14001400,PPO,218,0.19925231319906986,14,0.35,0.225,27.571428571428573,97.0,121.94089224149614,0,0,48,0.3076923076923077,0.040116829906403376,0.2777777777777778,0.09092735907534383,0.5555555555555556,0.06820812421732268
40,15,0,14001500,Greedy online,-1,0.19737743447159992,16,0.4,0.2,42.4375,107.0,220.64873144172233,2,0,45,0.4444444444444444,0.13365225279061588,0.3333333333333333,0.03819130985106166,0.5,0.025533871829922346
40,15,0,14001500,PPO,218,0.1573822694418663,12,0.3,0.15,31.333333333333332,88.0,107.32506850277011,2,0,45,0.16666666666666666,0.04143833795028023,0.3888888888888889,0.10272831552041797,0.5,0.01321561597116808
40,16,0,14001600,Greedy online,-1,0.20278613621228894,14,0.35,0.2,35.142857142857146,107.0,278.0286909956131,0,0,42,0.3684210526315789,0.12434867826170792,0.4444444444444444,0.04789587308861561,0.25,0.030541584861965423
40,16,0,14001600,PPO,218,0.12460831942038929,11,0.275,0.125,29.363636363636363,107.0,206.40631853975736,0,0,42,0.21052631578947367,0.016921345715552708,0.4444444444444444,0.07638159641991223,0.25,0.03130537728492434
40,17,0,14001700,Greedy online,-1,0.18561887322426363,14,0.35,0.15,42.92857142857143,124.0,310.3639220739898,0,0,50,0.42857142857142855,0.16817664601257362,0.3,0.014586466246260674,0.2222222222222222,0.0028557609654293677
40,17,0,14001700,PPO,218,0.16090710523683388,11,0.275,0.175,31.818181818181817,90.0,127.4593368400182,0,0,47,0.19047619047619047,0.10137904291209614,0.3,0.04283290725920026,0.4444444444444444,0.016695155065537502
40,18,0,14001800,Greedy online,-1,0.25559361061604063,17,0.425,0.275,36.23529411764706,108.0,249.51571209778106,1,0,48,0.47058823529411764,0.14418679871100518,0.4,0.08395085952341319,0.375,0.02745595238162229
40,18,0,14001800,PPO,218,0.20734304403895104,15,0.375,0.2,32.666666666666664,123.0,209.77841150478034,1,0,47,0.35294117647058826,0.13407361457999628,0.4,0.029893096977221527,0.375,0.043376332481733226
40,19,0,14001900,Greedy online,-1,0.21042516936998784,13,0.325,0.2,32.0,92.0,230.35708768343812,1,0,41,0.3888888888888889,0.14186832637393484,0.36363636363636365,0.0606882378822875,0.18181818181818182,0.007868605113765428
40,19,0,14001900,PPO,218,0.19674226396504996,14,0.35,0.2,31.571428571428573,119.0,218.14985644261833,0,0,46,0.3333333333333333,0.09988540205975681,0.36363636363636365,0.05117854835311415,0.36363636363636365,0.04567831355217904
40,20,0,14002000,Greedy online,-1,0.1930738326469438,15,0.375,0.15,40.2,112.0,254.03412247139477,1,0,41,0.42857142857142855,0.14847889617149734,0.5,0.04407067590163219,0.18181818181818182,0.0005242605738142569
40,20,0,14002000,PPO,218,0.1992700190162485,13,0.325,0.225,29.076923076923077,99.0,151.18196311959827,0,0,45,0.3333333333333333,0.11086802084542091,0.5,0.06303864795309226,0.18181818181818182,0.025363350217735336
40,21,0,14002100,Greedy online,-1,0.2481216748587266,18,0.45,0.25,29.88888888888889,105.0,239.70522899084563,0,0,51,0.3333333333333333,0.0853385757692043,0.5833333333333334,0.11106297274166656,0.46153846153846156,0.05172012634785577
40,21,0,14002100,PPO,218,0.12467165109694538,13,0.325,0.1,32.92307692307692,100.0,159.99003586728122,2,0,46,0.3333333333333333,0.02763670554187388,0.4166666666666667,0.06001274105099213,0.23076923076923078,0.03702220450407937
40,22,0,14002200,Greedy online,-1,0.22527251935477477,17,0.425,0.225,32.470588235294116,111.0,217.51908213825772,3,0,50,0.4,0.13356490189320652,0.4,0.07282934011854324,0.5,0.01887827734302501
40,22,0,14002200,PPO,218,0.14314367286224364,13,0.325,0.125,31.846153846153847,101.0,186.12023968963942,1,0,45,0.13333333333333333,0.056097339146476646,0.4666666666666667,0.07538908420702248,0.4,0.011657249508744569
40,23,0,14002300,Greedy online,-1,0.212533748953483,13,0.325,0.175,36.53846153846154,103.0,246.05381239053108,0,0,39,0.42857142857142855,0.1869473573501446,0.2,0.023079165149203083,0.2222222222222222,0.0025072264541353036
40,23,0,14002300,PPO,218,0.15805958050703547,12,0.3,0.15,39.666666666666664,110.0,232.06088766707677,0,0,40,0.47619047619047616,0.15462151224261755,0.0,0.0,0.2222222222222222,0.00343806826441793
40,24,0,14002400,Greedy online,-1,0.18525131053726035,14,0.35,0.2,35.142857142857146,92.0,217.9219577852935,2,0,39,0.35,0.10621829567448801,0.3333333333333333,0.046062891147910325,0.36363636363636365,0.032970123714861986
40,24,0,14002400,PPO,218,0.1276138815412918,11,0.275,0.15,32.36363636363637,121.0,173.52869379371273,1,0,45,0.15,0.02976190379346215,0.5555555555555556,0.07613691291541508,0.2727272727272727,0.021715064832414557
40,25,0,14002500,Greedy online,-1,0.27914541535178494,19,0.475,0.25,29.157894736842106,105.0,219.1722765156732,1,0,47,0.5,0.18843339055393388,0.4166666666666667,0.0427531470199445,0.5,0.04795887777790669
40,25,0,14002500,PPO,218,0.17229279766330316,13,0.325,0.2,32.07692307692308,104.0,196.58500821756303,0,0,46,0.2222222222222222,0.06381701539753303,0.4166666666666667,0.06160078226577012,0.4,0.046875
40,26,0,14002600,Greedy online,-1,0.2944592678345899,18,0.45,0.25,34.5,97.0,192.18166023418573,1,0,46,0.5333333333333333,0.20895777782016686,0.4166666666666667,0.041628240917356216,0.38461538461538464,0.043873249097066844
40,26,0,14002600,PPO,218,0.20631598982936644,12,0.3,0.175,31.833333333333332,95.0,177.88482821670402,3,0,50,0.4666666666666667,0.13559217919779817,0.16666666666666666,0.04918032786885246,0.23076923076923078,0.021543482762715796
40,27,0,14002700,Greedy online,-1,0.26862752407710117,20,0.5,0.275,32.25,117.0,270.07602453560634,1,0,49,0.5333333333333333,0.16941792723471533,0.45454545454545453,0.053683129475361996,0.5,0.04552646736702383
40,27,0,14002700,PPO,218,0.1888046855554752,14,0.35,0.175,32.0,89.0,205.2891717763905,0,0,44,0.3333333333333333,0.09826709695595869,0.2727272727272727,0.041151583505809455,0.42857142857142855,0.049386005093707046
40,28,0,14002800,Greedy online,-1,0.26641625652330364,18,0.45,0.25,32.888888888888886,103.0,189.3803840223624,1,0,43,0.47619047619047616,0.18471992005941473,0.36363636363636365,0.06454663024067533,0.5,0.017149706223213664
40,28,0,14002800,PPO,218,0.2027614670483569,13,0.325,0.225,29.615384615384617,83.0,143.12718264723577,0,0,41,0.23809523809523808,0.0910127816837379,0.36363636363636365,0.07444913388716748,0.5,0.03729955147745154
40,29,0,14002900,Greedy online,-1,0.28702135246225313,18,0.45,0.275,33.44444444444444,103.0,218.2013254569734,1,0,48,0.5263157894736842,0.2244639068800257,0.3333333333333333,0.034748718378290105,0.4444444444444444,0.027808727203937386
40,29,0,14002900,PPO,218,0.15656696125835123,11,0.275,0.15,32.63636363636363,124.0,148.77455603517993,1,0,50,0.2631578947368421,0.08988758337376605,0.3333333333333333,0.06270239629268196,0.2222222222222222,0.003976981591903213
40,30,0,14003000,Greedy online,-1,0.2944432491478571,17,0.425,0.275,41.8235294117647,117.0,276.7338634995042,1,0,42,0.5714285714285714,0.22098920047082615,0.2,0.0403967085137767,0.5454545454545454,0.03305734016325418
40,30,0,14003000,PPO,218,0.1799788961949727,10,0.25,0.2,33.1,96.0,139.36410675299254,0,0,37,0.42857142857142855,0.11469008730299952,0.06666666666666667,0.017581377547471334,0.2727272727272727,0.047707431344501866
50,1,0,15000100,Greedy online,-1,0.1729940549518314,16,0.32,0.16,37.0625,112.0,271.9105572619095,0,0,43,0.36363636363636365,0.11036282460202883,0.23076923076923078,0.04325637120422435,0.3333333333333333,0.019374859145578228
50,1,0,15000100,PPO,218,0.14212294908819614,14,0.28,0.16,36.07142857142857,106.0,243.7575708245695,0,0,43,0.2727272727272727,0.06561464264455202,0.23076923076923078,0.03439543278075487,0.3333333333333333,0.04211287366288925
50,2,0,15000200,Greedy online,-1,0.18359366112899803,16,0.32,0.18,39.625,102.0,247.6158795006714,0,0,44,0.2857142857142857,0.12918446653386664,0.3,0.032184282292703356,0.4444444444444444,0.022224912302428044
50,2,0,15000200,PPO,218,0.15012479517285565,14,0.28,0.18,34.42857142857143,108.0,263.2567125728001,0,0,45,0.2857142857142857,0.06514166578806745,0.25,0.06219325765987844,0.3333333333333333,0.022789871724909785
50,3,0,15000300,Greedy online,-1,0.1876720887331061,17,0.34,0.16,38.64705882352941,113.0,254.13034288193538,2,0,48,0.3448275862068966,0.1355478651324248,0.4444444444444444,0.05019830481702062,0.25,0.0019259187836607316
50,3,0,15000300,PPO,218,0.09889045684880295,15,0.3,0.1,43.733333333333334,124.0,298.6143467051844,1,0,48,0.2413793103448276,0.064206680046393,0.2222222222222222,0.00810042425414965,0.5,0.026583352548260285
50,4,0,15000400,Greedy online,-1,0.1860310618813496,19,0.38,0.18,40.21052631578947,118.0,280.4889020482953,0,0,50,0.43478260869565216,0.12309235793682699,0.3,0.03798314479146631,0.35294117647058826,0.02495555915305631
50,4,0,15000400,PPO,218,0.1453655893553906,20,0.4,0.14,39.35,118.0,264.84847232819465,0,0,58,0.34782608695652173,0.0685609179657651,0.4,0.042018809491360304,0.47058823529411764,0.034785861898265234
50,5,0,15000500,Greedy online,-1,0.20208561484314425,17,0.34,0.16,40.1764705882353,114.0,289.8824376772337,1,0,51,0.5263157894736842,0.17919161986060944,0.25,0.011789175164191744,0.18181818181818182,0.011104819818343006
50,5,0,15000500,PPO,218,0.15395389358566108,16,0.32,0.14,41.125,93.0,201.20946586749008,0,0,51,0.3157894736842105,0.08619171873284034,0.35,0.0438020333899819,0.2727272727272727,0.023960141462838837
50,6,0,15000600,Greedy online,-1,0.2200391075646684,18,0.36,0.18,34.94444444444444,107.0,221.40746340814013,1,0,51,0.5263157894736842,0.18885427109229297,0.17647058823529413,0.010277892689919525,0.35714285714285715,0.020906943782455917
50,6,0,15000600,PPO,218,0.15077057387282713,16,0.32,0.12,34.75,105.0,241.81467587413263,1,0,50,0.3684210526315789,0.10472541816086832,0.23529411764705882,0.04018397724396758,0.35714285714285715,0.005861178467991254
50,7,0,15000700,Greedy online,-1,0.26300431214246833,19,0.38,0.26,28.842105263157894,101.0,216.86563136386388,0,0,51,0.47058823529411764,0.1753208167297762,0.23529411764705882,0.031102732737193252,0.4375,0.056580762675498865
50,7,0,15000700,PPO,218,0.14873566208811323,17,0.34,0.14,41.294117647058826,109.0,236.25566102083005,2,0,55,0.5294117647058824,0.09159326938029184,0.058823529411764705,0.013597678633150803,0.4375,0.04354471407467057
50,8,0,15000800,Greedy online,-1,0.19280069057456029,16,0.32,0.16,36.3125,115.0,267.83270914040867,0,0,46,0.4,0.14709277097822443,0.26666666666666666,0.033687512157063754,0.2,0.012020407439272091
50,8,0,15000800,PPO,218,0.13447955326389613,14,0.28,0.1,43.285714285714285,110.0,276.3275847621649,0,0,46,0.28,0.09850558695453847,0.4,0.03594191493924504,0.1,3.2051370112668014e-05
50,9,0,15000900,Greedy online,-1,0.17178266497037062,18,0.36,0.18,42.611111111111114,113.0,227.60719718862362,1,0,49,0.44,0.11329447575694887,0.3,0.0180834897331953,0.26666666666666666,0.040404699480226396
50,9,0,15000900,PPO,218,0.15402633606316127,19,0.38,0.16,38.31578947368421,99.0,223.23740646854597,0,0,52,0.32,0.06942021979007792,0.4,0.024023089859546713,0.4666666666666667,0.060583026413536606
50,10,0,15001000,Greedy online,-1,0.2238205609937147,17,0.34,0.22,39.0,102.0,206.9094053511478,3,0,49,0.3684210526315789,0.1557887730184654,0.3333333333333333,0.06128073416021691,0.3,0.006751053815032399
50,10,0,15001000,PPO,218,0.11970530404496463,15,0.3,0.12,39.13333333333333,99.0,218.00266261403394,2,0,50,0.2631578947368421,0.017676167962946722,0.3333333333333333,0.0748590481088755,0.3,0.027170087973142416
50,11,0,15001100,Greedy online,-1,0.18393726282162157,17,0.34,0.18,42.05882352941177,108.0,277.6011742868531,1,0,50,0.3181818181818182,0.1397810124481269,0.3076923076923077,0.023388613882940716,0.4,0.02076763649055393
50,11,0,15001100,PPO,218,0.12921823074030622,17,0.34,0.14,37.88235294117647,111.0,261.65102210639174,0,0,48,0.09090909090909091,0.031221455108136734,0.5384615384615384,0.06465148043913332,0.5333333333333333,0.033345295193036154
50,12,0,15001200,Greedy online,-1,0.24692947393491257,18,0.36,0.22,28.77777777777778,106.0,195.77018769861476,1,0,50,0.46153846153846156,0.20810469652498803,0.16666666666666666,0.01614845568114684,0.3333333333333333,0.022676321728777704
50,12,0,15001200,PPO,218,0.16789950207839172,18,0.36,0.14,40.111111111111114,98.0,188.02374642187152,2,0,55,0.38461538461538464,0.11081025612336624,0.25,0.04017470007840704,0.4166666666666667,0.01691454587661843
50,13,0,15001300,Greedy online,-1,0.2304972952753015,19,0.38,0.2,32.421052631578945,111.0,227.3401191664454,0,0,54,0.39285714285714285,0.18565121149318836,0.25,0.03393442558039968,0.5,0.010911658201713468
50,13,0,15001300,PPO,218,0.13061628136524767,14,0.28,0.12,39.285714285714285,114.0,249.01808401042368,2,0,47,0.35714285714285715,0.10788017354760113,0.08333333333333333,0.0007288547347208013,0.3,0.02200725308292573
50,14,0,15001400,Greedy online,-1,0.22416876150107803,21,0.42,0.2,34.714285714285715,99.0,196.05951218702543,2,0,57,0.5882352941176471,0.1416850995248918,0.2857142857142857,0.04385153285121547,0.4166666666666667,0.03863212912497076
50,14,0,15001400,PPO,218,0.16789090968319847,19,0.38,0.18,38.68421052631579,101.0,209.37577674535447,3,0,50,0.23529411764705882,0.05827472378799015,0.38095238095238093,0.07059221947237436,0.5833333333333334,0.039023966422834
50,15,0,15001500,Greedy online,-1,0.21203476131616691,18,0.36,0.2,30.22222222222222,109.0,234.4435255334053,0,0,52,0.3333333333333333,0.14617367646368168,0.3684210526315789,0.045526486708439666,0.42857142857142855,0.020334598144045618
50,15,0,15001500,PPO,218,0.1285035726343498,12,0.24,0.14,30.25,99.0,165.70683003476648,0,0,54,0.20833333333333334,0.06923269553392057,0.2631578947368421,0.04829121096451271,0.2857142857142857,0.010979666135916562
50,16,0,15001600,Greedy online,-1,0.20613255897964294,18,0.36,0.2,36.72222222222222,117.0,278.60885060002056,1,0,45,0.36,0.15546279869077964,0.3333333333333333,0.03112622663681698,0.38461538461538464,0.0195435336520463
50,16,0,15001600,PPO,218,0.10573133139231781,14,0.28,0.12,47.857142857142854,115.0,271.5773864805527,1,0,44,0.28,0.048239992721718764,0.3333333333333333,0.030768087112198948,0.23076923076923078,0.026723251558400104
50,17,0,15001700,Greedy online,-1,0.19878788895910668,16,0.32,0.18,30.3125,96.0,220.93272494949485,1,0,50,0.42857142857142855,0.16219404719277875,0.09090909090909091,0.014057831966756508,0.2727272727272727,0.022536009799571356
50,17,0,15001700,PPO,218,0.1339558943703239,14,0.28,0.16,31.785714285714285,96.0,251.99724870681345,0,0,46,0.32142857142857145,0.093648404321407,0.0,0.0,0.45454545454545453,0.04030749004891695
50,18,0,15001800,Greedy online,-1,0.15882051519190196,15,0.3,0.16,37.666666666666664,118.0,251.03218969131393,1,0,48,0.19047619047619047,0.05810580695612318,0.4,0.07820008329581407,0.3333333333333333,0.02251462493996469
50,18,0,15001800,PPO,218,0.12442885678673928,15,0.3,0.14,36.2,123.0,256.6295367349941,1,0,53,0.14285714285714285,0.008770904000353887,0.45,0.08978740330501031,0.3333333333333333,0.025870549481375064
50,19,0,15001900,Greedy online,-1,0.182748569457055,15,0.3,0.18,35.46666666666667,106.0,217.92241989524518,2,0,41,0.391304347826087,0.1361518773358581,0.13333333333333333,0.007593456427901161,0.3333333333333333,0.03900323569329572
50,19,0,15001900,PPO,218,0.14033274000904547,15,0.3,0.18,40.333333333333336,102.0,264.04561257609214,0,0,43,0.2608695652173913,0.0504551409737119,0.26666666666666666,0.04308141737182093,0.4166666666666667,0.04679618166351265
50,20,0,15002000,Greedy online,-1,0.1732109320162818,17,0.34,0.14,41.529411764705884,125.0,252.3592526266182,3,0,48,0.34615384615384615,0.1443596158237192,0.3076923076923077,0.022521199361201005,0.36363636363636365,0.006330116831361614
50,20,0,15002000,PPO,218,0.0893207829690463,12,0.24,0.06,47.833333333333336,102.0,230.59401932893914,5,0,48,0.34615384615384615,0.07643133203710303,0.07692307692307693,0.000677411369656428,0.18181818181818182,0.012212039562286841
50,21,0,15002100,Greedy online,-1,0.23230345840539537,18,0.36,0.2,31.833333333333332,113.0,271.7195998623262,0,0,49,0.3,0.1362003988563302,0.38461538461538464,0.07413890258665706,0.4117647058823529,0.0219641569624081
50,21,0,15002100,PPO,218,0.09251768366543969,16,0.32,0.1,46.6875,129.0,272.5044808542645,2,0,60,0.3,0.03290096978853828,0.23076923076923078,0.031013078537246608,0.4117647058823529,0.028603635339654807
50,22,0,15002200,Greedy online,-1,0.25064474644888646,19,0.38,0.24,28.63157894736842,92.0,192.3289385777811,1,0,54,0.391304347826087,0.18444770956703246,0.23529411764705882,0.03241862071177977,0.6,0.03377841617007422
50,22,0,15002200,PPO,218,0.14869636105577547,17,0.34,0.16,32.470588235294116,101.0,235.2380445486618,1,0,54,0.30434782608695654,0.07525471004999527,0.35294117647058826,0.03466089585672133,0.4,0.038780755149058876
50,23,0,15002300,Greedy online,-1,0.1880904373361962,17,0.34,0.18,40.0,117.0,286.1210029792862,1,0,45,0.37037037037037035,0.1484377105167482,0.35714285714285715,0.027668014603448123,0.2222222222222222,0.01198471221599987
50,23,0,15002300,PPO,218,0.12721033483206673,14,0.28,0.1,43.42857142857143,107.0,283.9001493559453,0,0,45,0.2962962962962963,0.10685419243495944,0.2857142857142857,0.008446752368483655,0.2222222222222222,0.011909390028623611
50,24,0,15002400,Greedy online,-1,0.16471015936813513,16,0.32,0.16,38.6875,109.0,289.82977431849935,0,0,47,0.2727272727272727,0.08431881977836886,0.3125,0.05601272311599856,0.4166666666666667,0.024378616473767732
50,24,0,15002400,PPO,218,0.12074226188950905,13,0.26,0.12,39.69230769230769,102.0,235.29687337282422,0,0,47,0.22727272727272727,0.07253386660342853,0.1875,0.02214797415642899,0.4166666666666667,0.026060421129651533
50,25,0,15002500,Greedy online,-1,0.21507734825968908,18,0.36,0.2,33.77777777777778,114.0,242.48336036432252,1,0,51,0.45454545454545453,0.1671336696510154,0.29411764705882354,0.04298097908403197,0.2727272727272727,0.0049626995246416835
50,25,0,15002500,PPO,218,0.14612679224206826,15,0.3,0.14,35.733333333333334,105.0,259.33939747918214,2,0,50,0.3181818181818182,0.09943750896283951,0.23529411764705882,0.03033245539392051,0.36363636363636365,0.016356827885308185
50,26,0,15002600,Greedy online,-1,0.2717126735696955,20,0.4,0.22,24.9,93.0,159.8203117239836,2,0,47,0.6,0.19320257526346346,0.2857142857142857,0.04982828521279382,0.25,0.02868181309343816
50,26,0,15002600,PPO,218,0.17282424508648128,18,0.36,0.18,33.44444444444444,99.0,208.81655419214803,0,0,48,0.45,0.10498804256210947,0.2857142857142857,0.04231387978613,0.3125,0.02552232273824177
50,27,0,15002700,Greedy online,-1,0.26327986857240543,20,0.4,0.24,28.9,104.0,185.8397334517855,2,0,51,0.5,0.1696413582872445,0.23076923076923078,0.033063944393806916,0.42105263157894735,0.06057456589135387
50,27,0,15002700,PPO,218,0.18208421414237705,19,0.38,0.2,37.421052631578945,107.0,199.9255400305181,1,0,58,0.4444444444444444,0.06891388814731818,0.23076923076923078,0.060402684563758385,0.42105263157894735,0.052767641431300506
50,28,0,15002800,Greedy online,-1,0.25402994990296146,20,0.4,0.22,36.15,95.0,194.14870932423776,0,0,51,0.4583333333333333,0.19103303157895557,0.42857142857142855,0.056685387765718395,0.25,0.006311530558287495
50,28,0,15002800,PPO,218,0.17598256667913903,17,0.34,0.2,37.294117647058826,97.0,210.2345722507754,0,0,47,0.25,0.06151278892494368,0.5,0.07690329534865765,0.3333333333333333,0.037566482405537664
50,29,0,15002900,Greedy online,-1,0.21789529400388213,19,0.38,0.2,35.1578947368421,104.0,223.07994633360656,1,0,52,0.43478260869565216,0.17516543717363794,0.1875,0.027167977885747423,0.5454545454545454,0.0155618789444968
50,29,0,15002900,PPO,218,0.137689876186583,18,0.36,0.16,40.05555555555556,106.0,235.847571237524,1,0,49,0.21739130434782608,0.0355647774770744,0.5625,0.07559757578672571,0.36363636363636365,0.02652752292278293
50,30,0,15003000,Greedy online,-1,0.21970355616979356,17,0.34,0.24,36.88235294117647,114.0,251.40760773297575,1,0,45,0.42105263157894735,0.1455192100262705,0.2222222222222222,0.03456391350762131,0.38461538461538464,0.039620432635901724
50,30,0,15003000,PPO,218,0.15815841457130228,16,0.32,0.16,40.8125,104.0,219.61779137407802,0,0,51,0.42105263157894735,0.10725504632364578,0.16666666666666666,0.024610739717860448,0.38461538461538464,0.026292628529796042
60,1,0,16000100,Greedy online,-1,0.18256320620463745,19,0.31666666666666665,0.16666666666666666,36.26315789473684,111.0,248.09876828584214,1,0,50,0.375,0.10703037037532939,0.25,0.03794461719826164,0.3,0.037588218631046395
60,1,0,16000100,PPO,218,0.12268445332689963,12,0.2,0.11666666666666667,24.75,91.0,145.19599074769562,0,0,43,0.16666666666666666,0.059124352522167994,0.125,0.02916972374318138,0.3,0.03439037706155028
60,2,0,16000200,Greedy online,-1,0.15871530071398732,15,0.25,0.13333333333333333,32.53333333333333,105.0,252.9634650858682,0,0,49,0.20833333333333334,0.08836138886170036,0.2727272727272727,0.05559015901127303,0.2857142857142857,0.014763752841013899
60,2,0,16000200,PPO,218,0.11099752630099066,14,0.23333333333333334,0.11666666666666667,34.285714285714285,113.0,192.56056682144316,0,0,52,0.16666666666666666,0.024126696455774664,0.22727272727272727,0.06813155111175231,0.35714285714285715,0.018739278733463677
60,3,0,16000300,Greedy online,-1,0.16436717410352417,17,0.2833333333333333,0.16666666666666666,33.705882352941174,111.0,226.34274284802126,3,0,53,0.34375,0.12609001698054598,0.21428571428571427,0.027060525572208657,0.21428571428571427,0.011216631550769518
60,3,0,16000300,PPO,218,0.0806828304015581,12,0.2,0.11666666666666667,38.333333333333336,95.0,153.74914331485374,1,0,51,0.0625,0.02255440116178016,0.35714285714285715,0.03171056488784114,0.35714285714285715,0.02641786435193682
60,4,0,16000400,Greedy online,-1,0.1938742953558423,18,0.3,0.18333333333333332,37.0,115.0,258.34783911319323,2,0,54,0.38461538461538464,0.15166372964421004,0.07692307692307693,0.014100471100764435,0.3333333333333333,0.028110094610867824
