tasks,ppo_seed,timestep,episode_return,episode_length,instance_seed
50,218,47,0.147146,47,1036
50,218,96,0.153981,49,1055
50,218,159,0.1419,63,1033
50,218,207,0.156164,48,1056
50,218,262,0.128515,55,1059
50,218,314,0.10826,52,1013
50,218,359,0.123202,45,1056
50,218,406,0.141062,47,1023
50,218,464,0.142741,58,1049
50,218,518,0.154358,54,1016
50,218,568,0.154037,50,1011
50,218,610,0.13343,42,1040
50,218,659,0.126714,49,1054
50,218,713,0.169473,54,1012
50,218,764,0.107335,51,1015
50,218,815,0.130401,51,1027
50,218,874,0.145877,59,1007
50,218,934,0.171982,60,1028
50,218,981,0.155667,47,1027
50,218,1033,0.112662,52,1001
50,218,1085,0.119267,52,1035
50,218,1133,0.160994,48,1027
50,218,1187,0.114019,54,1024
50,218,1244,0.149311,57,1059
50,218,1293,0.121036,49,1008
50,218,1344,0.121329,51,1012
50,218,1393,0.117241,49,1003
50,218,1451,0.174456,58,1028
50,218,1506,0.174487,55,1059
50,218,1565,0.125582,59,1035
50,218,1616,0.138301,51,1054
50,218,1676,0.17127,60,1021
50,218,1731,0.118063,55,1009
50,218,1786,0.165509,55,1014
50,218,1845,0.113048,59,1016
50,218,1900,0.165375,55,1009
50,218,1950,0.125718,50,1044
50,218,2015,0.201042,65,1032
50,218,2061,0.132137,46,1046
50,218,2123,0.162048,62,1033
50,218,2172,0.138166,49,1038
50,218,2226,0.143544,54,1009
50,218,2274,0.10713,48,1057
50,218,2323,0.111434,49,1046
50,218,2372,0.182098,49,1027
50,218,2426,0.116618,54,1043
50,218,2474,0.146065,48,1038
50,218,2524,0.12793,50,1038
50,218,2577,0.115681,53,1046
50,218,2636,0.171057,59,1009
50,218,2680,0.115009,44,1060
50,218,2728,0.115953,48,1030
50,218,2783,0.141024,55,1034
50,218,2843,0.173463,60,1050
50,218,2894,0.169918,51,1025
50,218,2950,0.101701,56,1038
50,218,2999,0.168529,49,1028
50,218,3058,0.124403,59,1029
50,218,3105,0.120102,47,1010
50,218,3153,0.110717,48,1030
50,218,3202,0.138949,49,1054
50,218,3245,0.072403,43,1003
50,218,3296,0.148547,51,1033
50,218,3345,0.146566,49,1045
50,218,3400,0.106028,55,1049
50,218,3446,0.149194,46,1024
50,218,3498,0.142202,52,1016
50,218,3551,0.130591,53,1051
50,218,3605,0.147265,54,1051
50,218,3657,0.152759,52,1009
50,218,3704,0.142537,47,1011
50,218,3759,0.150589,55,1009
50,218,3819,0.169719,60,1009
