tasks,ppo_seed,timestep,episode_return,episode_length,instance_seed
40,218,46,0.13274,46,1036
40,218,86,0.179242,40,1055
40,218,137,0.169152,51,1033
40,218,191,0.222213,54,1056
40,218,241,0.209459,50,1059
40,218,291,0.165618,50,1013
40,218,347,0.199194,56,1056
40,218,400,0.148637,53,1023
40,218,450,0.235551,50,1049
40,218,509,0.192499,59,1016
40,218,553,0.155715,44,1011
40,218,595,0.125579,42,1040
40,218,647,0.193356,52,1054
40,218,695,0.1722,48,1012
40,218,742,0.177124,47,1015
40,218,790,0.160858,48,1027
40,218,840,0.151734,50,1007
40,218,885,0.180669,45,1028
40,218,926,0.170972,41,1027
40,218,972,0.152897,46,1001
40,218,1021,0.140377,49,1035
40,218,1072,0.177048,51,1027
40,218,1125,0.162429,53,1024
40,218,1172,0.136248,47,1059
40,218,1213,0.100489,41,1008
40,218,1270,0.164108,57,1012
40,218,1317,0.13991,47,1003
40,218,1375,0.186951,58,1028
40,218,1421,0.173779,46,1059
40,218,1470,0.173956,49,1035
40,218,1516,0.138833,46,1054
40,218,1568,0.220613,52,1021
40,218,1622,0.206363,54,1009
40,218,1668,0.16797,46,1014
40,218,1716,0.169799,48,1016
40,218,1771,0.222532,55,1009
40,218,1813,0.15009,42,1044
40,218,1866,0.180966,53,1032
40,218,1917,0.164627,51,1046
40,218,1945,0.116749,28,1033
40,218,1991,0.19724,46,1038
40,218,2024,0.177256,33,1009
40,218,2074,0.120026,50,1057
40,218,2117,0.161134,43,1046
40,218,2171,0.18794,54,1027
40,218,2219,0.173886,48,1043
40,218,2257,0.143782,38,1038
40,218,2304,0.178774,47,1038
40,218,2356,0.206458,52,1046
40,218,2407,0.213075,51,1009
40,218,2451,0.152621,44,1060
40,218,2497,0.134653,46,1030
40,218,2537,0.16436,40,1034
40,218,2590,0.155,53,1050
40,218,2637,0.21295,47,1025
40,218,2690,0.139958,53,1038
40,218,2737,0.243397,47,1028
40,218,2794,0.16326,57,1029
40,218,2837,0.143628,43,1010
40,218,2882,0.12927,45,1030
40,218,2922,0.142675,40,1054
40,218,2971,0.178284,49,1003
40,218,3018,0.175171,47,1033
40,218,3066,0.212982,48,1045
40,218,3115,0.131506,49,1049
40,218,3162,0.186786,47,1024
40,218,3213,0.170072,51,1016
40,218,3258,0.154821,45,1051
40,218,3305,0.163157,47,1051
40,218,3359,0.146922,54,1009
40,218,3397,0.181596,38,1011
40,218,3445,0.231814,48,1009
40,218,3503,0.17575,58,1009
40,218,3558,0.170148,55,1005
40,218,3609,0.126305,51,1059
40,218,3654,0.208629,45,1015
40,218,3707,0.184398,53,1043
40,218,3755,0.135862,48,1015
40,218,3802,0.166709,47,1030
40,218,3851,0.193844,49,1019
40,218,3896,0.183424,45,1031
40,218,3944,0.111224,48,1051
40,218,3993,0.181822,49,1056
40,218,4046,0.212606,53,1009
40,218,4095,0.198673,49,1056
40,218,4148,0.173463,53,1059
40,218,4197,0.133729,49,1019
40,218,4248,0.233704,51,1018
40,218,4294,0.146176,46,1037
40,218,4344,0.217585,50,1041
40,218,4393,0.192176,49,1041
40,218,4437,0.129561,44,1003
40,218,4483,0.134706,46,1003
40,218,4531,0.114104,48,1029
40,218,4581,0.136852,50,1021
40,218,4620,0.100885,39,1034
40,218,4665,0.13003,45,1019
40,218,4718,0.115037,53,1057
40,218,4774,0.157819,56,1031
40,218,4827,0.120758,53,1018
40,218,4881,0.144551,54,1038
40,218,4937,0.155997,56,1048
40,218,4980,0.187843,43,1017
40,218,5030,0.129082,50,1024
40,218,5077,0.148206,47,1001
40,218,5128,0.162747,51,1015
40,218,5178,0.119264,50,1030
40,218,5230,0.204874,52,1045
40,218,5267,0.158165,37,1011
40,218,5332,0.194827,65,1009
40,218,5387,0.18114,55,1005
40,218,5432,0.129393,45,1037
40,218,5486,0.134596,54,1058
40,218,5534,0.150226,48,1038
40,218,5579,0.175346,45,1014
40,218,5626,0.151942,47,1040
40,218,5683,0.169561,57,1051
40,218,5739,0.122389,56,1055
40,218,5784,0.136048,45,1008
40,218,5839,0.14552,55,1028
40,218,5890,0.13087,51,1047
40,218,5938,0.12575,48,1047
40,218,5979,0.106971,41,1034
40,218,6021,0.221584,42,1028
40,218,6072,0.13317,51,1040
40,218,6117,0.15011,45,1037
40,218,6167,0.17075,50,1052
40,218,6214,0.160567,47,1021
40,218,6267,0.163541,53,1035
40,218,6318,0.194379,51,1005
40,218,6362,0.112826,44,1022
40,218,6409,0.135435,47,1025
40,218,6461,0.146545,52,1037
40,218,6513,0.196023,52,1048
40,218,6550,0.162978,37,1021
40,218,6598,0.127131,48,1021
40,218,6646,0.115055,48,1044
40,218,6694,0.148326,48,1037
40,218,6739,0.135235,45,1042
40,218,6789,0.152337,50,1037
40,218,6830,0.113736,41,1044
40,218,6886,0.217022,56,1056
40,218,6936,0.22672,50,1032
40,218,6985,0.134408,49,1058
40,218,7031,0.124668,46,1058
40,218,7075,0.179103,44,1054
40,218,7118,0.096447,43,1038
40,218,7169,0.159876,51,1002
40,218,7227,0.168887,58,1059
40,218,7277,0.197803,50,1016
40,218,7324,0.112341,47,1017
40,218,7371,0.144706,47,1026
40,218,7421,0.182158,50,1011
40,218,7469,0.126198,48,1044
40,218,7515,0.200818,46,1041
40,218,7559,0.063095,44,1044
40,218,7606,0.194358,47,1036
40,218,7652,0.111536,46,1044
40,218,7699,0.186492,47,1022
40,218,7737,0.146812,38,1020
40,218,7794,0.200447,57,1053
40,218,7837,0.146712,43,1007
40,218,7884,0.172885,47,1011
40,218,7938,0.133238,54,1010
40,218,7988,0.136411,50,1020
40,218,8032,0.153392,44,1024
40,218,8082,0.172811,50,1020
40,218,8129,0.11823,47,1054
40,218,8171,0.146943,42,1052
40,218,8227,0.126533,56,1021
40,218,8280,0.162137,53,1055
40,218,8322,0.119228,42,1060
40,218,8373,0.159311,51,1039
40,218,8412,0.139557,39,1003
40,218,8469,0.19178,57,1006
40,218,8512,0.161769,43,1010
40,218,8566,0.153695,54,1027
40,218,8616,0.19133,50,1002
40,218,8663,0.258466,47,1005
40,218,8715,0.184152,52,1021
40,218,8763,0.13312,48,1010
40,218,8815,0.158867,52,1023
40,218,8860,0.186272,45,1014
40,218,8916,0.195403,56,1050
40,218,8959,0.218745,43,1037
40,218,9015,0.151592,56,1058
40,218,9056,0.117304,41,1060
40,218,9099,0.177397,43,1030
40,218,9151,0.16524,52,1025
40,218,9201,0.170137,50,1027
40,218,9256,0.237031,55,1033
40,218,9308,0.150204,52,1054
40,218,9349,0.158841,41,1040
40,218,9402,0.179505,53,1020
40,218,9451,0.188944,49,1022
40,218,9505,0.163459,54,1028
40,218,9554,0.189033,49,1006
40,218,9604,0.175727,50,1006
40,218,9649,0.17944,45,1046
40,218,9693,0.192177,44,1024
40,218,9736,0.114576,43,1052
40,218,9780,0.145086,44,1058
40,218,9825,0.169409,45,1014
40,218,9869,0.161488,44,1044
40,218,9928,0.170754,59,1028
40,218,9977,0.178125,49,1009
40,218,10021,0.178978,44,1025
