tasks,ppo_seed,timestep,episode_return,episode_length,instance_seed
60,218,57,0.126815,57,1036
60,218,111,0.107644,54,1055
60,218,169,0.093329,58,1033
60,218,224,0.105174,55,1056
60,218,281,0.127255,57,1059
60,218,337,0.135168,56,1013
60,218,395,0.110913,58,1056
60,218,453,0.105799,58,1023
60,218,513,0.112683,60,1049
60,218,571,0.124517,58,1016
60,218,620,0.134172,49,1011
60,218,662,0.090589,42,1040
60,218,721,0.094199,59,1054
60,218,782,0.10923,61,1012
60,218,832,0.114401,50,1015
60,218,895,0.136969,63,1027
60,218,949,0.126553,54,1007
60,218,1002,0.12967,53,1028
60,218,1058,0.130322,56,1027
60,218,1114,0.109559,56,1001
60,218,1168,0.103171,54,1035
60,218,1221,0.121597,53,1027
60,218,1279,0.107979,58,1024
60,218,1334,0.15202,55,1059
60,218,1383,0.084928,49,1008
60,218,1439,0.093112,56,1012
60,218,1494,0.093978,55,1003
60,218,1548,0.131113,54,1028
60,218,1606,0.100921,58,1059
60,218,1655,0.150465,49,1035
60,218,1707,0.112241,52,1054
60,218,1769,0.146235,62,1021
60,218,1831,0.095938,62,1009
60,218,1883,0.101648,52,1014
60,218,1942,0.096178,59,1016
60,218,2003,0.12822,61,1009
60,218,2055,0.079287,52,1044
60,218,2119,0.163973,64,1032
60,218,2167,0.108502,48,1046
60,218,2225,0.169177,58,1033
60,218,2276,0.114461,51,1038
60,218,2333,0.138868,57,1009
60,218,2388,0.122271,55,1057
60,218,2438,0.091092,50,1046
60,218,2496,0.123546,58,1027
60,218,2552,0.094984,56,1043
60,218,2602,0.105091,50,1038
60,218,2653,0.123347,51,1038
60,218,2712,0.098393,59,1046
60,218,2767,0.109908,55,1009
60,218,2819,0.10786,52,1060
60,218,2877,0.113392,58,1030
60,218,2931,0.08106,54,1034
60,218,2990,0.116398,59,1050
60,218,3051,0.109184,61,1025
60,218,3104,0.107871,53,1038
60,218,3157,0.187031,53,1028
60,218,3219,0.119595,62,1029
60,218,3275,0.150316,56,1010
60,218,3332,0.123617,57,1030
60,218,3386,0.10188,54,1054
60,218,3432,0.103922,46,1003
60,218,3483,0.129676,51,1033
60,218,3537,0.145594,54,1045
60,218,3595,0.09739,58,1049
60,218,3650,0.129362,55,1024
60,218,3708,0.071986,58,1016
60,218,3764,0.128531,56,1051
60,218,3812,0.125979,48,1051
60,218,3876,0.116632,64,1009
60,218,3927,0.136382,51,1011
60,218,3989,0.10834,62,1009
60,218,4052,0.109376,63,1009
60,218,4106,0.105031,54,1005
60,218,4145,0.128147,39,1059
60,218,4196,0.123299,51,1015
60,218,4250,0.096002,54,1043
60,218,4307,0.106774,57,1015
60,218,4361,0.084284,54,1030
60,218,4412,0.078595,51,1019
60,218,4469,0.120952,57,1031
60,218,4531,0.103706,62,1051
60,218,4590,0.128064,59,1056
60,218,4647,0.16548,57,1009
60,218,4700,0.114774,53,1056
60,218,4762,0.139361,62,1059
60,218,4812,0.086933,50,1019
60,218,4873,0.143232,61,1018
60,218,4928,0.123624,55,1037
60,218,4977,0.135536,49,1041
60,218,5027,0.1248,50,1041
60,218,5079,0.096199,52,1003
60,218,5126,0.079538,47,1003
60,218,5179,0.094881,53,1029
60,218,5232,0.096212,53,1021
60,218,5287,0.102423,55,1034
60,218,5344,0.092491,57,1019
60,218,5400,0.097352,56,1057
60,218,5458,0.114253,58,1031
60,218,5502,0.091408,44,1018
60,218,5560,0.113446,58,1038
