tasks,ppo_seed,timestep,episode_return,episode_length,instance_seed
20,218,8150,0.219516,35,1034
20,218,8190,0.277435,40,1035
20,218,8227,0.270688,37,1004
20,218,8260,0.173714,33,1030
20,218,8297,0.249086,37,1058
20,218,8328,0.2502,31,1052
20,218,8370,0.354509,42,1048
20,218,8411,0.206286,41,1030
20,218,8444,0.275114,33,1053
20,218,8480,0.332472,36,1033
20,218,8514,0.229977,34,1051
20,218,8547,0.243621,33,1038
20,218,8591,0.318629,44,1006
20,218,8629,0.391701,38,1045
20,218,8665,0.271338,36,1051
20,218,8708,0.374117,43,1016
20,218,8747,0.337082,39,1025
20,218,8785,0.379817,38,1018
20,218,8825,0.25625,40,1002
20,218,8860,0.265852,35,1053
20,218,8908,0.300318,48,1045
20,218,8944,0.197479,36,1015
20,218,8986,0.217174,42,1058
20,218,9019,0.266756,33,1046
20,218,9053,0.305705,34,1036
20,218,9093,0.413193,40,1006
20,218,9131,0.357001,38,1005
20,218,9170,0.332394,39,1058
20,218,9216,0.344285,46,1009
20,218,9248,0.260544,32,1052
20,218,9286,0.251224,38,1021
20,218,9319,0.095994,33,1060
20,218,9359,0.265111,40,1042
20,218,9403,0.303974,44,1031
20,218,9437,0.205644,34,1052
20,218,9474,0.328679,37,1029
20,218,9505,0.249513,31,1015
20,218,9545,0.348832,40,1059
20,218,9583,0.285302,38,1053
20,218,9619,0.229545,36,1035
20,218,9653,0.228388,34,1060
20,218,9686,0.284267,33,1037
20,218,9732,0.339958,46,1049
20,218,9771,0.21389,39,1008
20,218,9811,0.401607,40,1009
20,218,9844,0.235035,33,1030
20,218,9880,0.278706,36,1022
20,218,9922,0.37456,42,1006
20,218,9960,0.274052,38,1011
20,218,9994,0.327008,34,1036
20,218,10035,0.34186,41,1025
20,218,10077,0.330548,42,1036
20,218,10109,0.19771,32,1057
20,218,10147,0.336541,38,1043
20,218,10185,0.31399,38,1023
20,218,10216,0.358235,31,1058
20,218,10254,0.285418,38,1037
20,218,10288,0.291642,34,1023
20,218,10327,0.245416,39,1052
20,218,10363,0.225871,36,1060
20,218,10402,0.297837,39,1039
20,218,10442,0.262373,40,1003
20,218,10477,0.331313,35,1054
20,218,10516,0.340511,39,1031
20,218,10557,0.458044,41,1059
20,218,10597,0.287136,40,1004
20,218,10628,0.363157,31,1026
20,218,10661,0.284598,33,1039
20,218,10694,0.240075,33,1053
20,218,10735,0.27177,41,1055
20,218,10774,0.217344,39,1051
20,218,10808,0.269823,34,1021
20,218,10842,0.185911,34,1017
20,218,10878,0.288336,36,1038
20,218,10906,0.261965,28,1022
20,218,10944,0.211597,38,1052
20,218,10985,0.38546,41,1016
20,218,11021,0.353621,36,1015
20,218,11054,0.258891,33,1008
20,218,11092,0.37828,38,1042
20,218,11132,0.214419,40,1013
20,218,11173,0.442132,41,1009
20,218,11221,0.402402,48,1032
20,218,11266,0.370996,45,1005
20,218,11306,0.325048,40,1016
20,218,11343,0.238195,37,1047
20,218,11380,0.371574,37,1002
20,218,11423,0.296782,43,1056
20,218,11458,0.2397,35,1035
20,218,11503,0.314171,45,1009
20,218,11538,0.385016,35,1025
20,218,11569,0.216716,31,1021
20,218,11606,0.233877,37,1001
20,218,11648,0.430324,42,1004
20,218,11694,0.314085,46,1006
20,218,11733,0.270186,39,1027
20,218,11775,0.253175,42,1024
20,218,11816,0.298126,41,1032
20,218,11857,0.312871,41,1022
20,218,11897,0.279833,40,1029
20,218,11941,0.432985,44,1004
