Scenario,Tasks,Method,Accumulated Benefit,Optimality Gap vs Exact,Physical Completed Tasks,Physical Completion Rate,Positive Benefit Tasks,Positive Benefit Completion Rate,Operationally Relevant Tasks,Operationally Relevant Completion Rate,Average Response Time,Maximum Response Time,Makespan,Productive Time,Active Time,Productive Utilization,Active Utilization,Total Task Flight Time,Total Return Flight Time,Total Flight Time,Total Recovery Time,Operational Cost Proxy,Task Count Std,Task Count Gini,Workload Std,Workload Gini,Runtime sec,Optimal Certified,MIP Gap,Variables,Constraints,Nonzeros
default_nodes_T20_S1,20,Greedy,0.4288563686205731,0.10551380022357008,15,0.75,15,0.75,13,0.65,45.6,118.0,140.0,220.83872834367853,372.96302583144416,0.3943548720422831,0.666005403270436,130.83872834367853,130.12429748776563,260.96302583144416,22.0,282.96302583144416,1.299038105676658,0.18333333333333335,29.76352968808365,0.17712715375477983,0.000324249267578125,False,,,,
default_nodes_T20_S1,20,Exact-HiGHS,0.4794443656344415,8.104758058937766e-16,15,0.75,15,0.75,12,0.6,43.733333333333334,104.0,119.0,209.14357105981588,345.9164796412577,0.43937725012566364,0.7267152933639868,119.14357105981588,116.7729085814418,235.9164796412577,20.0,255.9164796412577,1.299038105676658,0.18333333333333335,24.978984769954206,0.16078729869362918,0.8945662975311279,True,0.0,5463.0,2141.0,14272.0
default_nodes_T20_S2,20,Greedy,0.39719635409856163,0.1733132928584695,14,0.7,14,0.7,12,0.6,44.0,117.0,139.0,200.2832337575426,332.0588271355725,0.36022164344881763,0.5972281063589434,116.2832337575426,113.77559337802991,230.05882713557253,18.0,248.05882713557253,1.5,0.2142857142857142,33.64696689358871,0.21442088746784105,0.0002799034118652344,False,,,,
default_nodes_T20_S2,20,Exact-HiGHS,0.4804678128573765,9.936064140274142e-15,16,0.8,16,0.8,13,0.65,46.875,104.0,126.0,242.45087874738812,410.69551707555337,0.4810533308479923,0.81487205768959,146.45087874738812,144.24463832816525,290.69551707555337,24.0,314.69551707555337,1.0,0.125,14.047320736318893,0.07618492031002444,2.2400729656219482,True,0.0,5662.0,2198.0,14812.0
default_nodes_T20_S3,20,Greedy,0.4183022565736633,0.12476082579936056,15,0.75,15,0.75,12,0.6,45.2,94.0,108.0,213.33496901466984,349.4197012291746,0.4938309467932172,0.8088419009934598,123.33496901466984,116.08473221450478,239.41970122917462,20.0,259.4197012291746,1.7853571071357126,0.25,14.636182019669562,0.08807532729910061,0.0003650188446044922,False,,,,
default_nodes_T20_S3,20,Exact-HiGHS,0.47792908373382736,0.0,14,0.7,14,0.7,13,0.65,38.0,85.0,92.0,178.07006673377543,289.618714572127,0.4838860509069985,0.7870073765546929,94.07006673377543,93.54864783835154,187.61871457212698,18.0,205.61871457212698,1.6583123951777,0.25,12.504499634515483,0.09445734782022441,2.018214225769043,True,0.0,5800.0,2109.0,15315.0
default_nodes_T20_S4,20,Greedy,0.4256708251516911,0.10908729339740247,14,0.7,14,0.7,12,0.6,40.5,82.0,98.0,197.86719335779435,327.32592074984166,0.5047632483617203,0.8350151039536777,113.86719335779433,111.45872739204734,225.32592074984166,18.0,243.32592074984166,1.5,0.2142857142857142,11.505522661533336,0.07455069601030928,0.0002899169921875,False,,,,
default_nodes_T20_S4,20,Exact-HiGHS,0.47779184424806503,1.7427406484497314e-15,14,0.7,14,0.7,12,0.6,38.57142857142857,81.0,103.0,181.03618151338134,295.5509441313388,0.4394082075567508,0.7173566605129582,97.03618151338134,96.51476261795744,193.55094413133878,18.0,211.55094413133878,1.5,0.2142857142857142,19.435652962492373,0.143641834695434,3.55842924118042,True,0.0,6111.0,2324.0,16033.0
default_nodes_T20_S5,20,Greedy,0.4578423660712029,0.04931649317824547,14,0.7,14,0.7,11,0.55,39.642857142857146,101.0,121.0,204.97380050974635,343.4741666052508,0.4234995878300544,0.7096573690191132,120.97380050974635,118.50036609550445,239.4741666052508,20.0,259.4741666052508,1.118033988749895,0.1785714285714286,22.454778884364053,0.1394416705694399,0.0002770423889160156,False,,,,
default_nodes_T20_S5,20,Exact-HiGHS,0.48159283587639296,-1.1526573299255948e-16,15,0.75,15,0.75,12,0.6,41.666666666666664,100.0,120.0,216.5219580882059,362.264516872004,0.4510874126837623,0.7547177434833416,126.5219580882059,125.74255878379809,252.26451687200398,20.0,272.264516872004,1.479019945774904,0.21666666666666656,21.201030689489972,0.12481217574674175,2.180284023284912,True,0.0,6500.0,2499.0,17025.0
