Scenario,Method,Helo ID,Task ID,Node,Flight Time,Service Time,Total Task Time,Completion Time,Benefit,Remaining Load,Remaining Medical,Remaining Personnel,Status
default_nodes_T20_S16,Greedy,2,Idle,Base,15.811388300841896,2.0,17.811388300841898,94.0,0.0,500,3,3,Idle
default_nodes_T20_S16,Greedy,3,Idle,Base,4.79157423749955,2.0,6.79157423749955,85.0,0.0,500,3,3,Idle
default_nodes_T20_S16,Exact-HiGHS,1,14,A,4.47213595499958,6.0,10.47213595499958,11.0,0.06060606060606061,50,1,1,Task Executed
default_nodes_T20_S16,Exact-HiGHS,3,3,A,4.79157423749955,6.0,10.79157423749955,11.0,0.030303030303030304,250,3,3,Task Executed
default_nodes_T20_S16,Exact-HiGHS,4,17,B,9.375,6.0,15.375,16.0,0.06060606060606061,200,2,0,Task Executed
default_nodes_T20_S16,Exact-HiGHS,3,11,A,0.0,6.0,6.0,17.0,0.045454545454545456,100,3,0,Task Executed
default_nodes_T20_S16,Exact-HiGHS,1,Idle,Base,4.47213595499958,2.0,6.47213595499958,18.0,0.0,500,3,3,Idle
default_nodes_T20_S16,Exact-HiGHS,2,20,C,15.811388300841896,6.0,21.811388300841898,22.0,0.02659073903955689,250,3,3,Task Executed
default_nodes_T20_S16,Exact-HiGHS,3,Idle,Base,4.79157423749955,2.0,6.79157423749955,24.0,0.0,500,3,3,Idle
default_nodes_T20_S16,Exact-HiGHS,1,6,A,4.47213595499958,6.0,10.47213595499958,29.0,0.06060606060606061,150,2,1,Task Executed
default_nodes_T20_S16,Exact-HiGHS,4,19,D,7.7308230480331135,6.0,13.730823048033113,30.0,0.02848706223003588,0,1,0,Task Executed
default_nodes_T20_S16,Exact-HiGHS,2,2,B,5.5901699437494745,6.0,11.590169943749475,34.0,0.04328755071090532,50,3,0,Task Executed
default_nodes_T20_S16,Exact-HiGHS,1,12,A,0.0,6.0,6.0,35.0,0.045454545454545456,100,2,0,Task Executed
