Scenario,Tasks,Method,Accumulated Benefit,Optimality Gap vs Exact,Physical Completed Tasks,Physical Completion Rate,Positive Benefit Tasks,Positive Benefit Completion Rate,Operationally Relevant Tasks,Operationally Relevant Completion Rate,Average Response Time,Maximum Response Time,Makespan,Productive Time,Active Time,Productive Utilization,Active Utilization,Total Task Flight Time,Total Return Flight Time,Total Flight Time,Total Recovery Time,Operational Cost Proxy,Task Count Std,Task Count Gini,Workload Std,Workload Gini,Runtime sec,Optimal Certified,MIP Gap,Variables,Constraints,Nonzeros,Solver Message
6helos_7areas_T30_S27,30,Exact-HiGHS,0.5973359827539725,0.0,23.0,0.7666666666666667,23.0,0.7666666666666667,22.0,0.7333333333333333,36.47826086956522,85.0,109.0,316.1993041524323,478.3005430209821,0.48348517454500356,0.7313463960565476,178.19930415243232,142.10123886854979,320.3005430209821,20.0,340.3005430209821,0.6871842709362768,0.09420289855072461,14.888175920493975,0.10287471613797534,116.21110200881958,True,0.0,286606.0,93707.0,766147.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T30_S28,30,Greedy,0.5076513343359307,0.10531574573104106,22.0,0.7333333333333333,22.0,0.7333333333333333,19.0,0.6333333333333333,37.63636363636363,78.0,95.0,299.62409911670034,464.8365329978139,0.5256563142398252,0.8155026894698489,167.6240991167003,139.21243388111355,306.83653299781383,26.0,332.83653299781383,0.7453559924999298,0.10606060606060612,12.266198245456865,0.08849757049587954,0.0006778240203857422,False,,,,,
6helos_7areas_T30_S28,30,Exact-HiGHS,0.567408369951391,9.58761468592587e-15,22.0,0.7333333333333333,22.0,0.7333333333333333,21.0,0.7,32.81818181818182,77.0,96.0,275.71884891243496,443.99618098952345,0.478678557139644,0.7708267031068116,143.71884891243494,142.2773320770885,285.9961809895234,26.0,311.9961809895234,0.4714045207910317,0.06060606060606055,12.661287497894007,0.09325047847464063,37.93926501274109,True,0.0,153406.0,52381.0,407873.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T30_S29,30,Greedy,0.5040331153708745,0.1032737660992982,22.0,0.7333333333333333,22.0,0.7333333333333333,19.0,0.6333333333333333,39.90909090909091,86.0,108.0,339.09004810494025,554.6347546506552,0.5232871112730559,0.8559178312510111,207.09004810494025,193.5447065457149,400.63475465065517,22.0,422.63475465065517,0.4714045207910317,0.06060606060606055,13.696356271288144,0.07787268629046729,0.0006551742553710938,False,,,,,
6helos_7areas_T30_S29,30,Exact-HiGHS,0.5620813759159946,0.0,22.0,0.7333333333333333,22.0,0.7333333333333333,19.0,0.6333333333333333,39.27272727272727,92.0,116.0,332.6381293108743,530.8672909192622,0.4779283467110263,0.7627403605161814,200.63812931087432,178.2291616083879,378.86729091926225,20.0,398.86729091926225,0.7453559924999298,0.10606060606060612,19.55062734346016,0.12032667317510655,26.49574303627014,True,0.0,128262.0,49425.0,335397.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T30_S30,30,Greedy,0.5211154806674517,0.18107339397174288,22.0,0.7333333333333333,22.0,0.7333333333333333,18.0,0.6,40.09090909090909,86.0,105.0,334.03723451862516,511.7789559481307,0.5302178325692463,0.812347549124017,202.03723451862516,155.74172142950556,357.7789559481307,22.0,379.7789559481307,0.7453559924999299,0.07575757575757569,14.838695832739733,0.09388048132703745,0.0005359649658203125,False,,,,,
6helos_7areas_T30_S30,30,Exact-HiGHS,0.6363396632022136,1.8947462722586068e-13,25.0,0.8333333333333334,25.0,0.8333333333333334,23.0,0.7666666666666667,37.2,91.0,112.0,308.85677500486486,481.59718427309986,0.45960829613819176,0.7166624765968748,158.85677500486483,152.74040926823503,311.59718427309986,20.0,331.59718427309986,0.6871842709362768,0.0866666666666666,16.520197087369596,0.10770516638302441,444.1852672100067,True,0.0,544533.0,139357.0,1494278.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S1,40,Greedy,0.40255977131555454,0.19411501684740678,24.0,0.6,24.0,0.6,20.0,0.5,42.833333333333336,95.0,118.0,372.7956774641525,588.5826074573654,0.5265475670397635,0.8313313664652053,228.79567746415253,191.78692999321282,420.5826074573654,24.0,444.5826074573654,0.5773502691896257,0.06944444444444449,14.619922905876628,0.08369324198699439,0.0009300708770751953,False,,,,,
6helos_7areas_T40_S1,40,Exact-HiGHS,0.49952509319723626,5.556392660472322e-15,26.0,0.65,26.0,0.65,22.0,0.55,40.11538461538461,87.0,108.0,322.5157265531618,504.3028679383581,0.4977094545573485,0.7782451665715402,166.5157265531618,157.7871413851963,324.3028679383581,24.0,348.3028679383581,0.7453559924999298,0.08974358974358972,15.796248704303325,0.1055793920995834,949.525327205658,True,0.0,577298.0,142386.0,1589554.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S2,40,Greedy,0.40711444608491065,0.17441251777985967,24.0,0.6,24.0,0.6,21.0,0.525,38.833333333333336,84.0,105.0,326.74776136695476,516.48767064218,0.5186472402650075,0.8198216994320318,182.74776136695476,165.73990927522522,348.48767064218,24.0,372.48767064218,0.0,0.0,12.136839424297028,0.07802481848798844,0.0008740425109863281,False,,,,,
6helos_7areas_T40_S2,40,Exact-HiGHS,0.49312090463158786,2.2514215361739884e-16,27.0,0.675,27.0,0.675,23.0,0.575,41.148148148148145,91.0,114.0,353.39116174007125,571.1203230714589,0.5166537452340223,0.8349712325606123,191.39116174007125,187.72916133138764,379.12032307145887,30.0,409.12032307145887,0.5,0.055555555555555504,14.36186630281661,0.08306414193782219,338.1482501029968,True,0.0,330517.0,90694.0,900903.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S3,40,Greedy,0.4644201465158512,0.19272189217319816,27.0,0.675,27.0,0.675,22.0,0.55,37.925925925925924,85.0,104.0,323.96884448980245,509.9420320517381,0.5191808405285295,0.8172147949547085,161.96884448980248,159.9731875619357,321.9420320517382,26.0,347.9420320517382,1.118033988749895,0.12962962962962962,12.35034752732106,0.08182608719978246,0.0008928775787353516,False,,,,,
6helos_7areas_T40_S3,40,Exact-HiGHS,0.5752913921648043,2.894766999156942e-15,30.0,0.75,30.0,0.75,28.0,0.7,36.233333333333334,84.0,100.0,325.6179774250533,499.6182759879478,0.5426966290417555,0.8326971266465797,145.6179774250533,144.0002985628945,289.6182759879478,30.0,319.6182759879478,1.0,0.09999999999999994,12.837897620816792,0.0813186037461177,466.27805519104004,True,0.0,424677.0,110728.0,1163349.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S4,40,Greedy,0.3966415221797759,0.2750099651075905,23.0,0.575,23.0,0.575,20.0,0.5,41.869565217391305,85.0,109.0,341.24310057720095,556.5098289767689,0.5217784412495428,0.8509324602091267,203.24310057720092,191.26672839956788,394.5098289767688,24.0,418.5098289767688,0.3726779962499649,0.03623188405797103,8.861430132328513,0.05386506201967004,0.0008199214935302734,False,,,,,
6helos_7areas_T40_S4,40,Exact-HiGHS,0.5470992745971168,6.087869658259313e-16,28.0,0.7,28.0,0.7,26.0,0.65,39.285714285714285,86.0,105.0,330.0075692228611,505.47551592510445,0.5238215384489858,0.802342088770007,162.0075692228611,151.46794670224338,313.47551592510445,24.0,337.47551592510445,0.7453559924999298,0.08333333333333333,12.612658759358016,0.07962472960061036,433.3834090232849,True,0.0,386023.0,91873.0,1066242.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S5,40,Greedy,0.39237744654754325,0.1748194458898891,25.0,0.625,25.0,0.625,21.0,0.525,40.0,82.0,98.0,325.4691339436942,500.5397551850687,0.5535189352783915,0.8512580870494366,175.4691339436942,153.0706212413745,328.5397551850687,22.0,350.5397551850687,0.8975274678557507,0.09999999999999994,9.52002651592113,0.0637261767585892,0.0008497238159179688,False,,,,,
6helos_7areas_T40_S5,40,Exact-HiGHS,0.4755049602091998,2.4282227152838763e-14,26.0,0.65,26.0,0.65,23.0,0.575,35.03846153846154,76.0,97.0,305.20237782880235,452.71633244350215,0.5244027110460522,0.777863114164093,149.20237782880235,125.51395461469981,274.71633244350215,22.0,296.71633244350215,1.1055415967851332,0.14102564102564097,10.749494982009379,0.07832807200557657,460.76349401474,True,0.0,437705.0,120075.0,1193086.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S6,40,Greedy,0.38221388410463364,0.14498050818103975,20.0,0.5,20.0,0.5,17.0,0.425,39.6,83.0,101.0,304.6177748680065,509.49866921220087,0.5026695954917599,0.8407568798881202,184.6177748680065,182.88089434419433,367.49866921220087,22.0,389.49866921220087,0.7453559924999299,0.1166666666666667,13.610058728033271,0.0860676027175562,0.0008261203765869141,False,,,,,
6helos_7areas_T40_S6,40,Exact-HiGHS,0.447023591580954,-2.483589335181878e-16,26.0,0.65,26.0,0.65,23.0,0.575,43.73076923076923,88.0,106.0,359.4302150805837,556.6839810071713,0.5651418476109806,0.8752892783131624,203.43021508058374,171.2537659265875,374.68398100717127,26.0,400.68398100717127,0.9428090415820632,0.11538461538461542,7.183575026811815,0.042466716180070474,56.1135470867157,True,0.0,197912.0,57648.0,536134.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S7,40,Greedy,0.4393455607050662,0.13949888858253828,27.0,0.675,27.0,0.675,23.0,0.575,41.22222222222222,88.0,112.0,339.3752975627219,519.6177312823942,0.505022764230241,0.7732406715511818,177.37529756272193,154.24243371967225,331.6177312823942,26.0,357.6177312823942,0.9574271077563381,0.11728395061728387,13.509345494199884,0.08651006968857529,0.0010030269622802734,False,,,,,
6helos_7areas_T40_S7,40,Exact-HiGHS,0.5105694285290908,1.1959640147334775e-14,29.0,0.725,29.0,0.725,26.0,0.65,37.86206896551724,74.0,89.0,324.0624579747919,490.17856243960034,0.6068585355333183,0.9179373828456935,150.06245797479193,142.11610446480842,292.17856243960034,24.0,316.17856243960034,0.372677996249965,0.028735632183908066,4.117639275809229,0.02750742904114774,1449.53866314888,True,0.0,732997.0,158287.0,2040750.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S8,40,Greedy,0.39622187317823576,0.1481090053164561,23.0,0.575,23.0,0.575,22.0,0.55,38.69565217391305,73.0,95.0,314.27178284665325,478.6319968716025,0.5513540049941286,0.839705257669478,176.27178284665325,144.36021402494924,320.6319968716025,20.0,340.6319968716025,0.6871842709362768,0.09420289855072461,10.816678765631362,0.07309248636848913,0.0009241104125976562,False,,,,,
6helos_7areas_T40_S8,40,Exact-HiGHS,0.4651086531621587,2.3870186397888367e-15,26.0,0.65,26.0,0.65,23.0,0.575,39.84615384615385,88.0,109.0,340.46637333792944,535.9281591914223,0.5205907849203814,0.8194620171122665,184.4663733379294,171.46178585349293,355.9281591914223,24.0,379.9281591914223,0.7453559924999298,0.08974358974358972,16.113920076062882,0.09931038175578433,130.6137421131134,True,0.0,269886.0,82930.0,726774.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S9,40,Greedy,0.37546683144004944,0.16812137366355115,22.0,0.55,22.0,0.55,20.0,0.5,40.77272727272727,90.0,113.0,329.133157212499,508.17512100817714,0.4854471345317094,0.749520827445689,197.13315721249896,155.04196379567819,352.17512100817714,24.0,376.17512100817714,0.7453559924999298,0.10606060606060612,15.640347184175253,0.1041815338110846,0.0009520053863525391,False,,,,,
6helos_7areas_T40_S9,40,Exact-HiGHS,0.4513480928023148,2.2310325431591762e-13,23.0,0.575,23.0,0.575,21.0,0.525,37.69565217391305,92.0,115.0,315.05353268742374,502.2413387228022,0.4565993227353967,0.7278859981489887,177.0535326874237,163.1878060353785,340.2413387228022,24.0,364.2413387228022,1.0671873729054748,0.1521739130434782,19.606925324020377,0.1322635273124546,130.9568588733673,True,0.0,221253.0,73705.0,590100.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S10,40,Greedy,0.384040622463248,0.1572047781351582,23.0,0.575,23.0,0.575,21.0,0.525,39.82608695652174,80.0,99.0,306.79495422178496,447.798630836758,0.516489821922197,0.753869748883431,168.79495422178496,121.00367661497299,289.798630836758,20.0,309.798630836758,0.6871842709362768,0.09420289855072461,14.470502913283584,0.10688120614709984,0.0008492469787597656,False,,,,,
6helos_7areas_T40_S10,40,Exact-HiGHS,0.4556748929039802,-1.2182183415348965e-16,26.0,0.65,26.0,0.65,23.0,0.575,37.38461538461539,78.0,94.0,306.99541266951167,464.09317835742877,0.5443181075700562,0.82286024531459,150.99541266951167,135.09776568791708,286.09317835742877,22.0,308.09317835742877,0.9428090415820632,0.11538461538461542,9.149895525406325,0.06580702473125166,146.78062796592712,True,0.0,267244.0,79365.0,722413.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S11,40,Greedy,0.4038452134427378,0.21777898741788246,25.0,0.625,25.0,0.625,20.0,0.5,44.96,96.0,117.0,359.9953581085451,584.8517514615648,0.5128139004395229,0.8331221530791522,209.99535810854508,196.85639335301977,406.85175146156485,28.0,434.85175146156485,0.8975274678557507,0.11333333333333329,12.055147765617239,0.06664004223603426,0.0009291172027587891,False,,,,,
6helos_7areas_T40_S11,40,Exact-HiGHS,0.5162801905687004,8.601709264902894e-16,29.0,0.725,29.0,0.725,24.0,0.6,42.55172413793103,92.0,110.0,360.1696272589485,570.434478954492,0.5457115564529522,0.8642946650825636,186.1696272589485,178.26485169554346,364.43447895449196,32.0,396.43447895449196,0.8975274678557507,0.0862068965517242,14.255342625362735,0.07958174595532681,727.0351281166077,True,0.0,575219.0,155021.0,1570682.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S12,40,Greedy,0.39484726319849534,0.18995724752613596,23.0,0.575,23.0,0.575,19.0,0.475,37.47826086956522,79.0,89.0,307.41361127028154,443.0425022007215,0.5756809199818006,0.829667607117456,169.41361127028156,115.62889093043998,285.0425022007215,20.0,305.0425022007215,1.0671873729054748,0.1521739130434782,8.443134099486466,0.06293248896034731,0.0008699893951416016,False,,,,,
6helos_7areas_T40_S12,40,Exact-HiGHS,0.4874400295441214,1.6047258833665323e-12,28.0,0.7,28.0,0.7,25.0,0.625,38.964285714285715,85.0,96.0,318.54665348207106,488.0648989226545,0.5530323845174845,0.8473348939629418,150.54665348207106,143.5182454405834,294.0648989226545,26.0,320.0648989226545,0.4714045207910317,0.047619047619047596,11.303810466554197,0.07509691208250431,536.3736691474915,True,0.0,442061.0,123732.0,1202497.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S13,40,Greedy,0.41826700521805077,0.20937967052327772,24.0,0.6,24.0,0.6,20.0,0.5,36.458333333333336,80.0,99.0,309.31941697967,475.71850248336284,0.5207397592250337,0.8008728998036412,165.31941697966997,142.39908550369282,307.7185024833628,24.0,331.7185024833628,0.816496580927726,0.11111111111111116,12.237995724559257,0.08540638707771242,0.0009171962738037109,False,,,,,
6helos_7areas_T40_S13,40,Exact-HiGHS,0.5290364915039123,4.407008569645114e-14,27.0,0.675,27.0,0.675,24.0,0.6,35.44444444444444,93.0,116.0,311.43970884434555,480.66429969235037,0.44747084604072634,0.6906096259947563,149.43970884434557,143.22459084800482,292.66429969235037,26.0,318.66429969235037,0.9574271077563381,0.11728395061728387,17.702442327391932,0.11681530110816037,553.4296250343323,True,0.0,481131.0,121639.0,1321800.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S14,40,Greedy,0.3814864509860746,0.20607061303916557,24.0,0.6,24.0,0.6,18.0,0.45,46.583333333333336,94.0,112.0,366.2983468214129,610.186630909085,0.5450868256271025,0.908015819805186,222.2983468214129,217.88828408767208,440.186630909085,26.0,466.186630909085,0.5773502691896257,0.06944444444444449,8.459320162542028,0.044064615328983425,0.0009176731109619141,False,,,,,
6helos_7areas_T40_S14,40,Exact-HiGHS,0.48050425799998564,1.9755094158902328e-13,28.0,0.7,28.0,0.7,24.0,0.6,40.5,89.0,106.0,333.53632750921577,521.9996507356275,0.524428187907572,0.8207541678233137,165.5363275092158,162.46332322641177,327.9996507356276,26.0,353.9996507356276,0.9428090415820634,0.1071428571428572,11.89244255214324,0.07657528324447549,386.56855392456055,True,0.0,384920.0,96681.0,1058125.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S15,40,Greedy,0.3568198421886765,0.1491314133192562,21.0,0.525,21.0,0.525,18.0,0.45,39.76190476190476,86.0,104.0,307.36917483979823,504.3403825448722,0.49257880583301,0.8082377925398594,181.3691748397982,170.971207705074,352.3403825448722,26.0,378.3403825448722,0.7637626158259734,0.1031746031746031,10.003359773226373,0.06475709475019127,0.0009679794311523438,False,,,,,
6helos_7areas_T40_S15,40,Exact-HiGHS,0.41935952011183986,1.0589701403025906e-15,24.0,0.6,24.0,0.6,21.0,0.525,37.333333333333336,85.0,101.0,314.1389107463784,508.7444996627806,0.5183810408356079,0.8395123756811561,170.13891074637837,168.6055889164022,338.7444996627806,26.0,364.7444996627806,0.816496580927726,0.11111111111111116,9.863168026897641,0.06418202293242133,41.83311486244202,True,0.0,153758.0,54746.0,406574.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S16,40,Greedy,0.4089586263961626,0.21305610829122074,25.0,0.625,25.0,0.625,20.0,0.5,40.4,86.0,98.0,329.6862966720308,516.498886866922,0.5606909807347462,0.8783994674607517,179.68629667203078,156.81259019489124,336.498886866922,30.0,366.498886866922,0.6871842709362768,0.0866666666666666,9.589689712323988,0.05817277679200794,0.0009882450103759766,False,,,,,
6helos_7areas_T40_S16,40,Exact-HiGHS,0.5196795231590717,0.0,30.0,0.75,30.0,0.75,27.0,0.675,38.63333333333333,91.0,103.0,337.29760082489815,525.9921542587141,0.5457889980985408,0.8511199907098933,157.29760082489818,156.69455343381597,313.99215425871415,32.0,345.99215425871415,1.0,0.09999999999999994,7.679299095173509,0.04802215381793588,445.3209619522095,True,0.0,384732.0,111321.0,1042921.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S17,40,Greedy,0.36271007491113977,0.24065055124427587,24.0,0.6,24.0,0.6,21.0,0.525,42.25,97.0,113.0,344.5773631987263,561.8478735559709,0.5082261994081508,0.8286841792860927,200.57736319872626,191.27051035724463,391.84787355597086,26.0,417.84787355597086,0.816496580927726,0.11111111111111116,11.669712290027727,0.06705358480668193,0.0009212493896484375,False,,,,,
6helos_7areas_T40_S17,40,Exact-HiGHS,0.4776589691419138,2.3243005917372525e-16,26.0,0.65,26.0,0.65,24.0,0.6,38.46153846153846,92.0,107.0,333.88310346000407,528.3158106758203,0.5200671393458007,0.8229218234825861,177.88310346000407,164.4327072158162,342.3158106758203,30.0,372.3158106758203,0.4714045207910317,0.051282051282051246,8.98055417355631,0.055036927708455995,195.41414499282837,True,0.0,233248.0,77869.0,621921.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S18,40,Greedy,0.3962499354036272,0.2112639119411313,26.0,0.65,26.0,0.65,21.0,0.525,44.19230769230769,86.0,108.0,358.2788263852111,551.7756812254535,0.5528994234339678,0.8515056809034776,202.2788263852111,169.49685484024235,371.77568122545347,24.0,395.77568122545347,0.7453559924999298,0.08974358974358972,13.14289043314402,0.07768446488672402,0.0008389949798583984,False,,,,,
6helos_7areas_T40_S18,40,Exact-HiGHS,0.5023859582472231,1.5911284234913593e-14,27.0,0.675,27.0,0.675,24.0,0.6,37.7037037037037,85.0,104.0,321.5596172560604,499.2503833261663,0.5153198994488147,0.8000807425098818,159.5596172560604,153.6907660701059,313.2503833261663,24.0,337.2503833261663,0.9574271077563381,0.11728395061728387,13.901058217269423,0.09355723036044505,468.2117691040039,True,0.0,449658.0,115266.0,1233754.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S19,40,Greedy,0.4064615427546333,0.18949678844668563,25.0,0.625,25.0,0.625,19.0,0.475,41.64,85.0,101.0,342.24498743846965,503.92111693697206,0.5647607053440094,0.8315529982458285,192.24498743846965,137.6761294985024,329.92111693697206,24.0,353.92111693697206,0.6871842709362768,0.0866666666666666,9.910280414245856,0.0653224912993829,0.0008420944213867188,False,,,,,
6helos_7areas_T40_S19,40,Exact-HiGHS,0.5014928219414908,2.9665406719836127e-13,26.0,0.65,26.0,0.65,24.0,0.6,36.92307692307692,83.0,103.0,301.55525924337314,467.51032001356623,0.48795349392131576,0.7564891909604632,145.55525924337314,141.9550607701931,287.51032001356623,24.0,311.51032001356623,1.3743685418725535,0.16666666666666666,13.404445974127524,0.09590499780770771,295.0726652145386,True,0.0,352902.0,107804.0,950948.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S20,40,Greedy,0.36822137821518824,0.19313039182338515,23.0,0.575,23.0,0.575,19.0,0.475,39.21739130434783,78.0,96.0,316.77064990283367,516.299555177508,0.5499490449701974,0.8963533944053957,178.77064990283367,175.5289052746743,354.29955517750795,24.0,378.29955517750795,0.6871842709362768,0.09420289855072461,7.097474320056061,0.04609099679238874,0.0008349418640136719,False,,,,,
6helos_7areas_T40_S20,40,Exact-HiGHS,0.456357972197395,4.500661149112396e-15,26.0,0.65,26.0,0.65,23.0,0.575,37.88461538461539,77.0,98.0,310.83022991978464,484.7189780302647,0.5286228399996338,0.8243520034528311,154.83022991978464,147.88874811048004,302.7189780302647,26.0,328.7189780302647,0.7453559924999298,0.08974358974358972,11.308634328331863,0.07841328256632707,183.27430295944214,True,0.0,270328.0,81489.0,729541.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S21,40,Greedy,0.44042141229175263,0.19920779581978407,26.0,0.65,26.0,0.65,21.0,0.525,40.07692307692308,80.0,97.0,312.1526018795605,472.7870691378871,0.5363446767690043,0.8123489160444796,156.15260187956048,136.63446725832662,292.7870691378871,24.0,316.7870691378871,0.9428090415820632,0.11538461538461542,9.683804444330908,0.06835115679784683,0.0009429454803466797,False,,,,,
6helos_7areas_T40_S21,40,Exact-HiGHS,0.5499821426740974,9.487668436591844e-15,28.0,0.7,28.0,0.7,25.0,0.625,36.67857142857143,80.0,93.0,311.73425993624716,475.3549486390245,0.5586635482728444,0.8518905889588252,143.73425993624716,135.62068870277733,279.3549486390245,28.0,307.3549486390245,0.4714045207910317,0.047619047619047596,6.158755003000812,0.04304048947847224,1247.5470690727234,True,0.0,659211.0,148235.0,1829444.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S22,40,Greedy,0.4412723580337212,0.11938766378214616,27.0,0.675,27.0,0.675,23.0,0.575,39.925925925925924,89.0,110.0,319.4118325407011,504.4796521289819,0.48395732203136527,0.7643631092863362,157.41183254070106,153.06781958828086,310.4796521289819,32.0,342.4796521289819,0.9574271077563381,0.11728395061728387,12.877736538246847,0.08399122558052448,0.0008931159973144531,False,,,,,
6helos_7areas_T40_S22,40,Exact-HiGHS,0.5010971796385942,2.6587011136463673e-15,28.0,0.7,28.0,0.7,24.0,0.6,36.892857142857146,75.0,93.0,299.56312538528607,463.2507164436326,0.5368514791851005,0.8301984165656499,131.5631253852861,129.68759105834653,261.25071644363265,34.0,295.25071644363265,0.4714045207910317,0.047619047619047596,7.258913328947221,0.05149196639920698,42.451343059539795,True,0.0,109461.0,38898.0,289531.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S23,40,Greedy,0.4235902704159642,0.22647496905929382,25.0,0.625,25.0,0.625,21.0,0.525,38.4,74.0,90.0,313.0566301606854,480.18691396104407,0.5797345002975656,0.8892350258537853,163.05663016068542,143.13028380035865,306.18691396104407,24.0,330.18691396104407,1.0671873729054746,0.13999999999999999,6.967978687182396,0.048272046022124794,0.0009930133819580078,False,,,,,
6helos_7areas_T40_S23,40,Exact-HiGHS,0.5476102950421803,2.9397244724598015e-14,29.0,0.725,29.0,0.725,25.0,0.625,34.44827586206897,78.0,94.0,301.61498393745467,455.0105799357336,0.5347783403146359,0.8067563474037829,127.6149839374547,125.3955959982789,253.0105799357336,28.0,281.01057993573363,0.6871842709362768,0.07471264367816088,9.76138697274495,0.07053777078296841,276.4362487792969,True,0.0,383775.0,112643.0,1038728.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S24,40,Greedy,0.3945135141947941,0.17590230770995702,24.0,0.6,24.0,0.6,20.0,0.5,39.666666666666664,88.0,107.0,323.5106169555458,518.2759877752184,0.503910618310819,0.8072834700548572,179.5106169555458,170.7653708196726,350.27598777521837,24.0,374.27598777521837,0.0,0.0,12.81104194489069,0.082790926670319,0.0009412765502929688,False,,,,,
6helos_7areas_T40_S24,40,Exact-HiGHS,0.478721780058014,8.116991430214679e-15,27.0,0.675,27.0,0.675,23.0,0.575,38.0,86.0,105.0,321.0507066593852,490.9432607269336,0.5096042962847384,0.7792750170268787,159.05070665938518,145.89255406754842,304.9432607269336,24.0,328.9432607269336,0.7637626158259734,0.08024691358024698,11.382253274328903,0.07716810927825257,443.51546907424927,True,0.0,436016.0,112464.0,1195630.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S25,40,Greedy,0.42421449962491314,0.13719832582062283,26.0,0.65,26.0,0.65,20.0,0.5,42.84615384615385,91.0,114.0,368.5156931508943,578.2407897975137,0.5387656332615414,0.845381271633792,212.51569315089435,185.72509664661936,398.2407897975137,24.0,422.2407897975137,0.7453559924999298,0.08974358974358972,11.911870761873674,0.06908250823561361,0.0009100437164306641,False,,,,,
6helos_7areas_T40_S25,40,Exact-HiGHS,0.4916709277695687,3.8387039689833286e-15,27.0,0.675,27.0,0.675,23.0,0.575,40.51851851851852,92.0,114.0,337.1623083403944,532.0440346919777,0.4929273513748456,0.7778421559824236,175.16230834039442,168.8817263515833,344.0440346919777,26.0,370.0440346919777,0.5,0.055555555555555504,14.623253240652105,0.09304807883369721,413.85275077819824,True,0.0,434074.0,123334.0,1178934.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S26,40,Greedy,0.4801651366613595,0.14750939922790568,24.0,0.6,24.0,0.6,22.0,0.55,36.208333333333336,85.0,104.0,313.09146267883716,472.4325011930729,0.5017491389083929,0.7571033672965911,169.0914626788372,137.3410385142357,306.4325011930729,22.0,328.4325011930729,0.816496580927726,0.11111111111111116,12.84334713398102,0.08233128227087831,0.001001119613647461,False,,,,,
6helos_7areas_T40_S26,40,Exact-HiGHS,0.5632497721692068,1.8153853870932558e-13,30.0,0.75,30.0,0.75,26.0,0.65,38.9,84.0,108.0,354.31607390103215,540.8364818005077,0.5467840646620866,0.8346242003094255,174.31607390103215,158.5204078994756,332.8364818005077,28.0,360.8364818005077,0.816496580927726,0.08888888888888886,9.781342527024902,0.061444219022116865,490.66178607940674,True,0.0,339444.0,101038.0,917340.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S27,40,Greedy,0.42809366143012706,0.14689113809261167,24.0,0.6,24.0,0.6,21.0,0.525,40.083333333333336,84.0,106.0,324.10496632288965,491.70735538788256,0.5095990036523422,0.7731247726224568,180.10496632288965,147.60238906499293,327.70735538788256,20.0,347.70735538788256,1.1547005383792515,0.15277777777777782,13.316930859485161,0.08796460074789685,0.0009138584136962891,False,,,,,
6helos_7areas_T40_S27,40,Exact-HiGHS,0.501804260329674,2.2124623332128847e-16,25.0,0.625,25.0,0.625,25.0,0.625,35.56,71.0,95.0,308.26734299627446,459.14814080769344,0.540819899993464,0.8055230540485849,158.26734299627446,130.88079781141897,289.14814080769344,20.0,309.14814080769344,0.6871842709362768,0.0866666666666666,9.729762233309668,0.06764255622794628,606.2869129180908,True,0.0,579707.0,145931.0,1593236.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
