Execution ID,Run Mode,Started At,Finished At,Elapsed sec,Elapsed HH:MM:SS,Scenarios,Task Counts,Seeds,HiGHS Budgets sec,Status
20260824_195152-0400,quick,2026-08-24T19:51:53-04:00,2026-08-24T19:52:59-04:00,65.77916262499639,00:01:06,1,20,1,"1,5,15,60,600,1800",COMPLETED
