Tasks,Budget sec,Runs,Incumbents,Certified,Mean_Conditional_Value,SD_Conditional_Value,Mean_Available_Value,Mean_MIP_Gap,Mean_Solver_sec,Mean_End_to_End_sec,Incumbent Rate,Certification Rate
20,60.0,1,1,1,0.6533552108428476,,0.6533552108428476,0.0,13.355613833999087,13.650874459002807,1.0,1.0
20,120.0,1,1,1,0.6533552108428476,,0.6533552108428476,0.0,15.167035458995088,15.462296083998808,1.0,1.0
20,600.0,1,1,1,0.6533552108428476,,0.6533552108428476,0.0,14.506311874996754,14.801572500000475,1.0,1.0
20,900.0,1,1,1,0.6533552108428476,,0.6533552108428476,0.0,13.94740124999953,14.24266187500325,1.0,1.0
20,1800.0,1,1,1,0.6533552108428476,,0.6533552108428476,0.0,15.510226292004518,15.805486917008238,1.0,1.0
